1641024000000.0,0.000
1641024900000.0,0.000
1641025800000.0,0.000
1641026700000.0,0.000
1641027600000.0,0.000
1641028500000.0,0.000
1641029400000.0,0.000
1641030300000.0,0.000
1641031200000.0,0.000
1641032100000.0,0.000
1641033000000.0,0.000
1641033900000.0,0.000
1641034800000.0,0.000
1641035700000.0,0.000
1641036600000.0,0.000
1641037500000.0,0.000
1641038400000.0,0.000
1641039300000.0,0.000
1641040200000.0,0.000
1641041100000.0,0.000
1641042000000.0,0.000
1641042900000.0,0.000
1641043800000.0,0.000
1641044700000.0,0.000
1641045600000.0,0.000
1641046500000.0,0.000
1641047400000.0,0.000
1641048300000.0,0.000
1641049200000.0,0.000
1641050100000.0,0.000
1641051000000.0,0.000
1641051900000.0,0.000
1641052800000.0,0.000
1641053700000.0,0.000
1641054600000.0,0.000
1641055500000.0,0.000
1641056400000.0,0.000
1641057300000.0,0.000
1641058200000.0,0.000
1641059100000.0,0.000
1641060000000.0,0.000
1641060900000.0,0.000
1641061800000.0,0.000
1641062700000.0,0.000
1641063600000.0,0.000
1641064500000.0,0.000
1641065400000.0,0.000
1641066300000.0,0.000
1641067200000.0,0.000
1641068100000.0,0.000
1641069000000.0,0.000
1641069900000.0,0.000
1641070800000.0,0.000
1641071700000.0,0.000
1641072600000.0,0.000
1641073500000.0,0.000
1641074400000.0,0.000
1641075300000.0,0.000
1641076200000.0,0.000
1641077100000.0,0.000
1641078000000.0,0.000
1641078900000.0,0.000
1641079800000.0,0.000
1641080700000.0,0.000
1641081600000.0,0.000
1641082500000.0,0.000
1641083400000.0,0.000
1641084300000.0,0.000
1641085200000.0,0.000
1641086100000.0,0.000
1641087000000.0,0.000
1641087900000.0,0.000
1641088800000.0,0.000
1641089700000.0,0.000
1641090600000.0,0.000
1641091500000.0,0.000
1641092400000.0,0.000
1641093300000.0,0.000
1641094200000.0,0.000
1641095100000.0,0.000
1641096000000.0,0.000
1641096900000.0,0.000
1641097800000.0,0.000
1641098700000.0,0.000
1641099600000.0,0.000
1641100500000.0,0.000
1641101400000.0,0.000
1641102300000.0,0.000
1641103200000.0,0.000
1641104100000.0,0.000
1641105000000.0,0.000
1641105900000.0,0.000
1641106800000.0,0.000
1641107700000.0,0.000
1641108600000.0,0.000
1641109500000.0,0.000
1641110400000.0,0.000
1641111300000.0,0.000
1641112200000.0,0.000
1641113100000.0,0.000
1641114000000.0,0.000
1641114900000.0,0.000
1641115800000.0,0.000
1641116700000.0,0.000
1641117600000.0,0.000
1641118500000.0,0.000
1641119400000.0,0.000
1641120300000.0,0.000
1641121200000.0,0.000
1641122100000.0,0.000
1641123000000.0,0.000
1641123900000.0,0.000
1641124800000.0,0.000
1641125700000.0,0.000
1641126600000.0,0.000
1641127500000.0,0.000
1641128400000.0,0.000
1641129300000.0,0.000
1641130200000.0,0.000
1641131100000.0,0.000
1641132000000.0,0.000
1641132900000.0,0.000
1641133800000.0,0.000
1641134700000.0,0.000
1641135600000.0,0.000
1641136500000.0,0.000
1641137400000.0,0.000
1641138300000.0,0.000
1641139200000.0,0.000
1641140100000.0,0.000
1641141000000.0,0.000
1641141900000.0,0.000
1641142800000.0,0.000
1641143700000.0,0.000
1641144600000.0,0.000
1641145500000.0,0.000
1641146400000.0,0.000
1641147300000.0,0.000
1641148200000.0,0.000
1641149100000.0,0.000
1641150000000.0,0.000
1641150900000.0,0.000
1641151800000.0,0.000
1641152700000.0,0.000
1641153600000.0,0.000
1641154500000.0,0.000
1641155400000.0,0.000
1641156300000.0,0.000
1641157200000.0,0.000
1641158100000.0,0.000
1641159000000.0,0.000
1641159900000.0,0.000
1641160800000.0,0.000
1641161700000.0,0.000
1641162600000.0,0.000
1641163500000.0,0.000
1641164400000.0,0.000
1641165300000.0,0.000
1641166200000.0,0.000
1641167100000.0,0.000
1641168000000.0,0.000
1641168900000.0,0.000
1641169800000.0,0.000
1641170700000.0,0.000
1641171600000.0,0.000
1641172500000.0,0.000
1641173400000.0,0.000
1641174300000.0,0.000
1641175200000.0,0.000
1641176100000.0,0.000
1641177000000.0,0.000
1641177900000.0,0.000
1641178800000.0,0.000
1641179700000.0,0.000
1641180600000.0,0.000
1641181500000.0,0.000
1641182400000.0,0.000
1641183300000.0,0.000
1641184200000.0,0.000
1641185100000.0,0.000
1641186000000.0,0.000
1641186900000.0,0.000
1641187800000.0,0.000
1641188700000.0,0.000
1641189600000.0,0.000
1641190500000.0,0.000
1641191400000.0,0.000
1641192300000.0,0.000
1641193200000.0,0.000
1641194100000.0,0.000
1641195000000.0,0.000
1641195900000.0,0.000
1641196800000.0,0.000
1641197700000.0,0.000
1641198600000.0,0.000
1641199500000.0,0.000
1641200400000.0,0.000
1641201300000.0,0.000
1641202200000.0,0.000
1641203100000.0,0.000
1641204000000.0,0.000
1641204900000.0,0.000
1641205800000.0,0.000
1641206700000.0,0.000
1641207600000.0,0.000
1641208500000.0,0.000
1641209400000.0,0.000
1641210300000.0,0.000
1641211200000.0,0.000
1641212100000.0,0.000
1641213000000.0,0.000
1641213900000.0,0.000
1641214800000.0,0.000
1641215700000.0,0.000
1641216600000.0,0.000
1641217500000.0,0.000
1641218400000.0,0.000
