Timestamp,Bren Hall HVAC Elec Meter hvac elec power
2023-03-19T15:00:00-07:00 Los_Angeles,0kW
2023-03-19T16:00:00-07:00 Los_Angeles,0kW
2023-03-19T17:00:00-07:00 Los_Angeles,0kW
2023-03-19T18:00:00-07:00 Los_Angeles,0kW
2023-03-19T19:00:00-07:00 Los_Angeles,0kW
2023-03-19T20:00:00-07:00 Los_Angeles,0kW
2023-03-19T21:00:00-07:00 Los_Angeles,0kW
2023-03-19T22:00:00-07:00 Los_Angeles,0kW
2023-03-19T23:00:00-07:00 Los_Angeles,0kW
2023-03-20T00:00:00-07:00 Los_Angeles,0kW
2023-03-20T01:00:00-07:00 Los_Angeles,0kW
2023-03-20T02:00:00-07:00 Los_Angeles,0kW
2023-03-20T03:00:00-07:00 Los_Angeles,0kW
2023-03-20T04:00:00-07:00 Los_Angeles,0kW
2023-03-20T05:00:00-07:00 Los_Angeles,0kW
2023-03-20T06:00:00-07:00 Los_Angeles,0kW
2023-03-20T07:00:00-07:00 Los_Angeles,21.4064998626709kW
2023-03-20T08:00:00-07:00 Los_Angeles,23.59516668319702kW
2023-03-20T09:00:00-07:00 Los_Angeles,24.231666088104248kW
2023-03-20T10:00:00-07:00 Los_Angeles,24.231666564941406kW
2023-03-20T11:00:00-07:00 Los_Angeles,24.29866647720337kW
2023-03-20T12:00:00-07:00 Los_Angeles,24.365666389465332kW
2023-03-20T13:00:00-07:00 Los_Angeles,24.54433298110962kW
2023-03-20T14:00:00-07:00 Los_Angeles,24.700666427612305kW
2023-03-20T15:00:00-07:00 Los_Angeles,24.979833602905273kW
2023-03-20T16:00:00-07:00 Los_Angeles,25.41533327102661kW
2023-03-20T17:00:00-07:00 Los_Angeles,26.39799976348877kW
2023-03-20T18:00:00-07:00 Los_Angeles,26.096499919891357kW
2023-03-20T19:00:00-07:00 Los_Angeles,25.70566701889038kW
2023-03-20T20:00:00-07:00 Los_Angeles,23.27133274078369kW
2023-03-20T21:00:00-07:00 Los_Angeles,23.874332904815674kW
2023-03-20T22:00:00-07:00 Los_Angeles,16.47083330154419kW
2023-03-20T23:00:00-07:00 Los_Angeles,0kW
2023-03-21T00:00:00-07:00 Los_Angeles,0kW
2023-03-21T01:00:00-07:00 Los_Angeles,0kW
2023-03-21T02:00:00-07:00 Los_Angeles,0kW
2023-03-21T03:00:00-07:00 Los_Angeles,0kW
2023-03-21T04:00:00-07:00 Los_Angeles,0kW
2023-03-21T05:00:00-07:00 Los_Angeles,0kW
2023-03-21T06:00:00-07:00 Los_Angeles,0kW
2023-03-21T07:00:00-07:00 Los_Angeles,19.13966615498066kW
2023-03-21T08:00:00-07:00 Los_Angeles,23.30483341217041kW
2023-03-21T09:00:00-07:00 Los_Angeles,23.717999935150146kW
2023-03-21T10:00:00-07:00 Los_Angeles,23.762666702270508kW
2023-03-21T11:00:00-07:00 Los_Angeles,24.142333030700684kW
2023-03-21T12:00:00-07:00 Los_Angeles,24.35449981689453kW
2023-03-21T13:00:00-07:00 Los_Angeles,24.499666690826416kW
2023-03-21T14:00:00-07:00 Los_Angeles,25.035666465759277kW
2023-03-21T15:00:00-07:00 Los_Angeles,25.02449941635132kW
2023-03-21T16:00:00-07:00 Los_Angeles,24.711833000183105kW
2023-03-21T17:00:00-07:00 Los_Angeles,24.56666612625122kW
2023-03-21T18:00:00-07:00 Los_Angeles,24.466166496276855kW
2023-03-21T19:00:00-07:00 Los_Angeles,24.38799985249837kW
2023-03-21T20:00:00-07:00 Los_Angeles,23.56166648864746kW
2023-03-21T21:00:00-07:00 Los_Angeles,23.863165855407715kW
2023-03-21T22:00:00-07:00 Los_Angeles,15.320666313171387kW
2023-03-21T23:00:00-07:00 Los_Angeles,0kW
2023-03-22T00:00:00-07:00 Los_Angeles,0kW
2023-03-22T01:00:00-07:00 Los_Angeles,0kW
2023-03-22T02:00:00-07:00 Los_Angeles,0kW
2023-03-22T03:00:00-07:00 Los_Angeles,0kW
2023-03-22T04:00:00-07:00 Los_Angeles,0kW
2023-03-22T05:00:00-07:00 Los_Angeles,0kW
2023-03-22T06:00:00-07:00 Los_Angeles,0kW
2023-03-22T07:00:00-07:00 Los_Angeles,18.023000419139862kW
2023-03-22T08:00:00-07:00 Los_Angeles,23.249000072479248kW
2023-03-22T09:00:00-07:00 Los_Angeles,23.48349952697754kW
2023-03-22T10:00:00-07:00 Los_Angeles,23.963666439056396kW
2023-03-22T11:00:00-07:00 Los_Angeles,24.209332942962646kW
2023-03-22T12:00:00-07:00 Los_Angeles,24.454999923706055kW
2023-03-22T13:00:00-07:00 Los_Angeles,24.231666564941406kW
2023-03-22T14:00:00-07:00 Los_Angeles,23.963666915893555kW
2023-03-22T15:00:00-07:00 Los_Angeles,23.918999671936035kW
2023-03-22T16:00:00-07:00 Los_Angeles,23.97483253479004kW
2023-03-22T17:00:00-07:00 Los_Angeles,23.930166244506836kW
2023-03-22T18:00:00-07:00 Los_Angeles,23.896666049957275kW
2023-03-22T19:00:00-07:00 Los_Angeles,23.963666439056396kW
2023-03-22T20:00:00-07:00 Los_Angeles,23.159666061401367kW
2023-03-22T21:00:00-07:00 Los_Angeles,23.75149965286255kW
2023-03-22T22:00:00-07:00 Los_Angeles,15.320666551589966kW
2023-03-22T23:00:00-07:00 Los_Angeles,0kW
2023-03-23T00:00:00-07:00 Los_Angeles,0kW
2023-03-23T01:00:00-07:00 Los_Angeles,0kW
2023-03-23T02:00:00-07:00 Los_Angeles,0kW
2023-03-23T03:00:00-07:00 Los_Angeles,0kW
2023-03-23T04:00:00-07:00 Los_Angeles,0kW
2023-03-23T05:00:00-07:00 Los_Angeles,0kW
2023-03-23T06:00:00-07:00 Los_Angeles,0kW
2023-03-23T07:00:00-07:00 Los_Angeles,19.173166513442993kW
2023-03-23T08:00:00-07:00 Los_Angeles,22.880499362945557kW
2023-03-23T09:00:00-07:00 Los_Angeles,23.75149965286255kW
2023-03-23T10:00:00-07:00 Los_Angeles,23.5393328666687kW
2023-03-23T11:00:00-07:00 Los_Angeles,23.974833488464355kW
2023-03-23T12:00:00-07:00 Los_Angeles,24.198166847229004kW
2023-03-23T13:00:00-07:00 Los_Angeles,26.442666053771973kW
2023-03-23T14:00:00-07:00 Los_Angeles,23.30483388900757kW
2023-03-23T15:00:00-07:00 Los_Angeles,20.446166515350342kW
2023-03-23T16:00:00-07:00 Los_Angeles,19.954833507537842kW
2023-03-23T17:00:00-07:00 Los_Angeles,19.64216661453247kW
2023-03-23T18:00:00-07:00 Los_Angeles,20.12233257293701kW
2023-03-23T19:00:00-07:00 Los_Angeles,19.742666721343994kW
2023-03-23T20:00:00-07:00 Los_Angeles,19.217833042144775kW
2023-03-23T21:00:00-07:00 Los_Angeles,19.34066677093506kW
2023-03-23T22:00:00-07:00 Los_Angeles,13.0538330078125kW
2023-03-23T23:00:00-07:00 Los_Angeles,0kW
2023-03-24T00:00:00-07:00 Los_Angeles,0kW
2023-03-24T01:00:00-07:00 Los_Angeles,0kW
2023-03-24T02:00:00-07:00 Los_Angeles,0kW
2023-03-24T03:00:00-07:00 Los_Angeles,0kW
2023-03-24T04:00:00-07:00 Los_Angeles,0kW
2023-03-24T05:00:00-07:00 Los_Angeles,0kW
2023-03-24T06:00:00-07:00 Los_Angeles,0kW
2023-03-24T07:00:00-07:00 Los_Angeles,18.44733341038227kW
2023-03-24T08:00:00-07:00 Los_Angeles,20.055333137512207kW
2023-03-24T09:00:00-07:00 Los_Angeles,19.240167140960693kW
2023-03-24T10:00:00-07:00 Los_Angeles,19.441166877746582kW
2023-03-24T11:00:00-07:00 Los_Angeles,20.501999855041504kW
2023-03-24T12:00:00-07:00 Los_Angeles,20.222833156585693kW
2023-03-24T13:00:00-07:00 Los_Angeles,22.0541672706604kW
2023-03-24T14:00:00-07:00 Los_Angeles,23.76266622543335kW
2023-03-24T15:00:00-07:00 Los_Angeles,23.751500129699707kW
2023-03-24T16:00:00-07:00 Los_Angeles,23.081499576568604kW
2023-03-24T17:00:00-07:00 Los_Angeles,22.422666549682617kW
2023-03-24T18:00:00-07:00 Los_Angeles,22.880499839782715kW
2023-03-24T19:00:00-07:00 Los_Angeles,22.065332889556885kW
2023-03-24T20:00:00-07:00 Los_Angeles,22.087666511535645kW
2023-03-24T21:00:00-07:00 Los_Angeles,21.853166580200195kW
2023-03-24T22:00:00-07:00 Los_Angeles,13.07616674900055kW
2023-03-24T23:00:00-07:00 Los_Angeles,0kW
2023-03-25T00:00:00-07:00 Los_Angeles,0kW
2023-03-25T01:00:00-07:00 Los_Angeles,0kW
2023-03-25T02:00:00-07:00 Los_Angeles,0kW
2023-03-25T03:00:00-07:00 Los_Angeles,0kW
2023-03-25T04:00:00-07:00 Los_Angeles,0kW
2023-03-25T05:00:00-07:00 Los_Angeles,0kW
2023-03-25T06:00:00-07:00 Los_Angeles,0kW
2023-03-25T07:00:00-07:00 Los_Angeles,0kW
2023-03-25T08:00:00-07:00 Los_Angeles,0kW
2023-03-25T09:00:00-07:00 Los_Angeles,0kW
2023-03-25T10:00:00-07:00 Los_Angeles,0kW
2023-03-25T11:00:00-07:00 Los_Angeles,0kW
2023-03-25T12:00:00-07:00 Los_Angeles,0kW
2023-03-25T13:00:00-07:00 Los_Angeles,0kW
2023-03-25T14:00:00-07:00 Los_Angeles,0kW
2023-03-25T15:00:00-07:00 Los_Angeles,0kW
2023-03-25T16:00:00-07:00 Los_Angeles,0kW
2023-03-25T17:00:00-07:00 Los_Angeles,0kW
2023-03-25T18:00:00-07:00 Los_Angeles,0kW
2023-03-25T19:00:00-07:00 Los_Angeles,0kW
2023-03-25T20:00:00-07:00 Los_Angeles,0kW
2023-03-25T21:00:00-07:00 Los_Angeles,0kW
2023-03-25T22:00:00-07:00 Los_Angeles,0kW
2023-03-25T23:00:00-07:00 Los_Angeles,0kW
2023-03-26T00:00:00-07:00 Los_Angeles,0kW
2023-03-26T01:00:00-07:00 Los_Angeles,0kW
2023-03-26T02:00:00-07:00 Los_Angeles,0kW
2023-03-26T03:00:00-07:00 Los_Angeles,0kW
2023-03-26T04:00:00-07:00 Los_Angeles,0kW
2023-03-26T05:00:00-07:00 Los_Angeles,0kW
2023-03-26T06:00:00-07:00 Los_Angeles,0kW
2023-03-26T07:00:00-07:00 Los_Angeles,0kW
2023-03-26T08:00:00-07:00 Los_Angeles,0kW
2023-03-26T09:00:00-07:00 Los_Angeles,0kW
2023-03-26T10:00:00-07:00 Los_Angeles,0kW
2023-03-26T11:00:00-07:00 Los_Angeles,0kW
2023-03-26T12:00:00-07:00 Los_Angeles,0kW
2023-03-26T13:00:00-07:00 Los_Angeles,0kW
2023-03-26T14:00:00-07:00 Los_Angeles,0kW
2023-03-26T15:00:00-07:00 Los_Angeles,0kW
2023-03-26T16:00:00-07:00 Los_Angeles,0kW
2023-03-26T17:00:00-07:00 Los_Angeles,0kW
2023-03-26T18:00:00-07:00 Los_Angeles,0kW
2023-03-26T19:00:00-07:00 Los_Angeles,0kW
2023-03-26T20:00:00-07:00 Los_Angeles,0kW
2023-03-26T21:00:00-07:00 Los_Angeles,0kW
2023-03-26T22:00:00-07:00 Los_Angeles,0kW
2023-03-26T23:00:00-07:00 Los_Angeles,0kW
2023-03-27T00:00:00-07:00 Los_Angeles,0kW
2023-03-27T01:00:00-07:00 Los_Angeles,0kW
2023-03-27T02:00:00-07:00 Los_Angeles,0kW
2023-03-27T03:00:00-07:00 Los_Angeles,0kW
2023-03-27T04:00:00-07:00 Los_Angeles,0kW
2023-03-27T05:00:00-07:00 Los_Angeles,0kW
2023-03-27T06:00:00-07:00 Los_Angeles,0kW
2023-03-27T07:00:00-07:00 Los_Angeles,22.947499454021454kW
2023-03-27T08:00:00-07:00 Los_Angeles,24.131166458129883kW
2023-03-27T09:00:00-07:00 Los_Angeles,22.76883363723755kW
2023-03-27T10:00:00-07:00 Los_Angeles,21.93133306503296kW
2023-03-27T11:00:00-07:00 Los_Angeles,21.562833309173584kW
2023-03-27T12:00:00-07:00 Los_Angeles,21.65216588973999kW
2023-03-27T13:00:00-07:00 Los_Angeles,21.294833183288574kW
2023-03-27T14:00:00-07:00 Los_Angeles,20.647167205810547kW
2023-03-27T15:00:00-07:00 Los_Angeles,19.89899969100952kW
2023-03-27T16:00:00-07:00 Los_Angeles,19.686832904815674kW
2023-03-27T17:00:00-07:00 Los_Angeles,19.686833381652832kW
2023-03-27T18:00:00-07:00 Los_Angeles,20.267499923706055kW
2023-03-27T19:00:00-07:00 Los_Angeles,21.551666259765625kW
2023-03-27T20:00:00-07:00 Los_Angeles,21.68566656112671kW
2023-03-27T21:00:00-07:00 Los_Angeles,21.830833435058594kW
2023-03-27T22:00:00-07:00 Los_Angeles,14.315666675567627kW
2023-03-27T23:00:00-07:00 Los_Angeles,0kW
2023-03-28T00:00:00-07:00 Los_Angeles,0kW
2023-03-28T01:00:00-07:00 Los_Angeles,0kW
2023-03-28T02:00:00-07:00 Los_Angeles,0kW
2023-03-28T03:00:00-07:00 Los_Angeles,0kW
2023-03-28T04:00:00-07:00 Los_Angeles,0kW
2023-03-28T05:00:00-07:00 Los_Angeles,0kW
2023-03-28T06:00:00-07:00 Los_Angeles,0kW
2023-03-28T07:00:00-07:00 Los_Angeles,20.680666208267212kW
2023-03-28T08:00:00-07:00 Los_Angeles,22.80233335494995kW
2023-03-28T09:00:00-07:00 Los_Angeles,22.26633310317993kW
2023-03-28T10:00:00-07:00 Los_Angeles,21.763833045959473kW
2023-03-28T11:00:00-07:00 Los_Angeles,22.288666248321533kW
2023-03-28T12:00:00-07:00 Los_Angeles,23.159666538238525kW
2023-03-28T13:00:00-07:00 Los_Angeles,23.673332691192627kW
2023-03-28T14:00:00-07:00 Los_Angeles,23.740334033966064kW
2023-03-28T15:00:00-07:00 Los_Angeles,23.628666400909424kW
2023-03-28T16:00:00-07:00 Los_Angeles,23.606333255767822kW
2023-03-28T17:00:00-07:00 Los_Angeles,23.327166080474854kW
2023-03-28T18:00:00-07:00 Los_Angeles,24.12000036239624kW
2023-03-28T19:00:00-07:00 Los_Angeles,23.31599998474121kW
2023-03-28T20:00:00-07:00 Los_Angeles,22.50083303451538kW
2023-03-28T21:00:00-07:00 Los_Angeles,22.51200008392334kW
2023-03-28T22:00:00-07:00 Los_Angeles,13.143166422843933kW
2023-03-28T23:00:00-07:00 Los_Angeles,0kW
2023-03-29T00:00:00-07:00 Los_Angeles,0kW
2023-03-29T01:00:00-07:00 Los_Angeles,0kW
2023-03-29T02:00:00-07:00 Los_Angeles,0kW
2023-03-29T03:00:00-07:00 Los_Angeles,0kW
2023-03-29T04:00:00-07:00 Los_Angeles,0kW
2023-03-29T05:00:00-07:00 Los_Angeles,0kW
2023-03-29T06:00:00-07:00 Los_Angeles,0kW
2023-03-29T07:00:00-07:00 Los_Angeles,21.70799958705902kW
2023-03-29T08:00:00-07:00 Los_Angeles,24.365666389465332kW
2023-03-29T09:00:00-07:00 Los_Angeles,24.05299997329712kW
2023-03-29T10:00:00-07:00 Los_Angeles,23.974833011627197kW
2023-03-29T11:00:00-07:00 Los_Angeles,24.923999786376953kW
2023-03-29T12:00:00-07:00 Los_Angeles,25.258999824523926kW
2023-03-29T13:00:00-07:00 Los_Angeles,25.806166648864746kW
2023-03-29T14:00:00-07:00 Los_Angeles,24.62249994277954kW
2023-03-29T15:00:00-07:00 Los_Angeles,23.606333255767822kW
2023-03-29T16:00:00-07:00 Los_Angeles,23.997166633605957kW
2023-03-29T17:00:00-07:00 Los_Angeles,23.717999935150146kW
2023-03-29T18:00:00-07:00 Los_Angeles,24.119999885559082kW
2023-03-29T19:00:00-07:00 Los_Angeles,22.925166606903076kW
2023-03-29T20:00:00-07:00 Los_Angeles,21.573999404907227kW
2023-03-29T21:00:00-07:00 Los_Angeles,21.071499824523926kW
2023-03-29T22:00:00-07:00 Los_Angeles,13.634499549865723kW
2023-03-29T23:00:00-07:00 Los_Angeles,0kW
2023-03-30T00:00:00-07:00 Los_Angeles,0kW
2023-03-30T01:00:00-07:00 Los_Angeles,0kW
2023-03-30T02:00:00-07:00 Los_Angeles,0kW
2023-03-30T03:00:00-07:00 Los_Angeles,0kW
2023-03-30T04:00:00-07:00 Los_Angeles,0kW
2023-03-30T05:00:00-07:00 Los_Angeles,0kW
2023-03-30T06:00:00-07:00 Los_Angeles,0kW
2023-03-30T07:00:00-07:00 Los_Angeles,20.72533279657364kW
2023-03-30T08:00:00-07:00 Los_Angeles,22.48966646194458kW
2023-03-30T09:00:00-07:00 Los_Angeles,22.054166316986084kW
2023-03-30T10:00:00-07:00 Los_Angeles,22.690666675567627kW
2023-03-30T11:00:00-07:00 Los_Angeles,23.32716655731201kW
2023-03-30T12:00:00-07:00 Los_Angeles,24.119999885559082kW
2023-03-30T13:00:00-07:00 Los_Angeles,23.405333042144775kW
2023-03-30T14:00:00-07:00 Los_Angeles,24.06416654586792kW
2023-03-30T15:00:00-07:00 Los_Angeles,23.55049991607666kW
2023-03-30T16:00:00-07:00 Los_Angeles,23.56166648864746kW
2023-03-30T17:00:00-07:00 Los_Angeles,23.595166206359863kW
2023-03-30T18:00:00-07:00 Los_Angeles,23.22666645050049kW
2023-03-30T19:00:00-07:00 Los_Angeles,22.054166316986084kW
2023-03-30T20:00:00-07:00 Los_Angeles,21.317166805267334kW
2023-03-30T21:00:00-07:00 Los_Angeles,21.18316650390625kW
2023-03-30T22:00:00-07:00 Los_Angeles,13.690333127975464kW
2023-03-30T23:00:00-07:00 Los_Angeles,0kW
2023-03-31T00:00:00-07:00 Los_Angeles,0kW
2023-03-31T01:00:00-07:00 Los_Angeles,0kW
2023-03-31T02:00:00-07:00 Los_Angeles,0kW
2023-03-31T03:00:00-07:00 Los_Angeles,0kW
2023-03-31T04:00:00-07:00 Los_Angeles,0kW
2023-03-31T05:00:00-07:00 Los_Angeles,0kW
2023-03-31T06:00:00-07:00 Los_Angeles,0kW
2023-03-31T07:00:00-07:00 Los_Angeles,22.523166179656982kW
2023-03-31T08:00:00-07:00 Los_Angeles,23.148499488830566kW
2023-03-31T09:00:00-07:00 Los_Angeles,23.59516668319702kW
2023-03-31T10:00:00-07:00 Los_Angeles,23.360666751861572kW
2023-03-31T11:00:00-07:00 Los_Angeles,22.109999179840088kW
2023-03-31T12:00:00-07:00 Los_Angeles,21.95366668701172kW
2023-03-31T13:00:00-07:00 Los_Angeles,21.819666385650635kW
2023-03-31T14:00:00-07:00 Los_Angeles,22.17699956893921kW
2023-03-31T15:00:00-07:00 Los_Angeles,21.66333293914795kW
2023-03-31T16:00:00-07:00 Los_Angeles,21.886666297912598kW
2023-03-31T17:00:00-07:00 Los_Angeles,21.4176664352417kW
2023-03-31T18:00:00-07:00 Los_Angeles,21.250166416168213kW
2023-03-31T19:00:00-07:00 Los_Angeles,21.294833183288574kW
2023-03-31T20:00:00-07:00 Los_Angeles,21.573999404907227kW
2023-03-31T21:00:00-07:00 Los_Angeles,21.350666999816895kW
2023-03-31T22:00:00-07:00 Los_Angeles,14.38266658782959kW
2023-03-31T23:00:00-07:00 Los_Angeles,0kW
2023-04-01T00:00:00-07:00 Los_Angeles,0kW
2023-04-01T01:00:00-07:00 Los_Angeles,0kW
2023-04-01T02:00:00-07:00 Los_Angeles,0kW
2023-04-01T03:00:00-07:00 Los_Angeles,0kW
2023-04-01T04:00:00-07:00 Los_Angeles,0kW
2023-04-01T05:00:00-07:00 Los_Angeles,0kW
2023-04-01T06:00:00-07:00 Los_Angeles,0kW
2023-04-01T07:00:00-07:00 Los_Angeles,3.7073334753513336kW
2023-04-01T08:00:00-07:00 Los_Angeles,7.347666501998901kW
2023-04-01T09:00:00-07:00 Los_Angeles,9.603332996368408kW
2023-04-01T10:00:00-07:00 Los_Angeles,9.290666818618774kW
2023-04-01T11:00:00-07:00 Los_Angeles,8.553666591644287kW
2023-04-01T12:00:00-07:00 Los_Angeles,9.793166637420654kW
2023-04-01T13:00:00-07:00 Los_Angeles,2.557166576385498kW
2023-04-01T14:00:00-07:00 Los_Angeles,0kW
2023-04-01T15:00:00-07:00 Los_Angeles,0kW
2023-04-01T16:00:00-07:00 Los_Angeles,0kW
2023-04-01T17:00:00-07:00 Los_Angeles,0kW
2023-04-01T18:00:00-07:00 Los_Angeles,0kW
2023-04-01T19:00:00-07:00 Los_Angeles,0kW
2023-04-01T20:00:00-07:00 Los_Angeles,0kW
2023-04-01T21:00:00-07:00 Los_Angeles,0kW
2023-04-01T22:00:00-07:00 Los_Angeles,0kW
2023-04-01T23:00:00-07:00 Los_Angeles,0kW
2023-04-02T00:00:00-07:00 Los_Angeles,0kW
2023-04-02T01:00:00-07:00 Los_Angeles,0kW
2023-04-02T02:00:00-07:00 Los_Angeles,0kW
2023-04-02T03:00:00-07:00 Los_Angeles,0kW
2023-04-02T04:00:00-07:00 Los_Angeles,0kW
2023-04-02T05:00:00-07:00 Los_Angeles,0kW
2023-04-02T06:00:00-07:00 Los_Angeles,0kW
2023-04-02T07:00:00-07:00 Los_Angeles,0kW
2023-04-02T08:00:00-07:00 Los_Angeles,0kW
2023-04-02T09:00:00-07:00 Los_Angeles,0kW
2023-04-02T10:00:00-07:00 Los_Angeles,0kW
2023-04-02T11:00:00-07:00 Los_Angeles,0kW
2023-04-02T12:00:00-07:00 Los_Angeles,0kW
2023-04-02T13:00:00-07:00 Los_Angeles,0kW
2023-04-02T14:00:00-07:00 Los_Angeles,0kW
2023-04-02T15:00:00-07:00 Los_Angeles,0kW
2023-04-02T16:00:00-07:00 Los_Angeles,0kW
2023-04-02T17:00:00-07:00 Los_Angeles,0kW
2023-04-02T18:00:00-07:00 Los_Angeles,0kW
2023-04-02T19:00:00-07:00 Los_Angeles,0kW
2023-04-02T20:00:00-07:00 Los_Angeles,0kW
2023-04-02T21:00:00-07:00 Los_Angeles,0kW
2023-04-02T22:00:00-07:00 Los_Angeles,0kW
2023-04-02T23:00:00-07:00 Los_Angeles,0kW
2023-04-03T00:00:00-07:00 Los_Angeles,0kW
2023-04-03T01:00:00-07:00 Los_Angeles,0kW
2023-04-03T02:00:00-07:00 Los_Angeles,0kW
2023-04-03T03:00:00-07:00 Los_Angeles,0kW
2023-04-03T04:00:00-07:00 Los_Angeles,0kW
2023-04-03T05:00:00-07:00 Los_Angeles,0kW
2023-04-03T06:00:00-07:00 Los_Angeles,0kW
2023-04-03T07:00:00-07:00 Los_Angeles,23.114999771118164kW
2023-04-03T08:00:00-07:00 Los_Angeles,24.276333332061768kW
2023-04-03T09:00:00-07:00 Los_Angeles,23.930166721343994kW
2023-04-03T10:00:00-07:00 Los_Angeles,24.164666652679443kW
2023-04-03T11:00:00-07:00 Los_Angeles,23.79616689682007kW
2023-04-03T12:00:00-07:00 Los_Angeles,23.114999771118164kW
2023-04-03T13:00:00-07:00 Los_Angeles,23.483500003814697kW
2023-04-03T14:00:00-07:00 Los_Angeles,23.036832809448242kW
2023-04-03T15:00:00-07:00 Los_Angeles,21.830832958221436kW
2023-04-03T16:00:00-07:00 Los_Angeles,22.70183277130127kW
2023-04-03T17:00:00-07:00 Los_Angeles,22.411499500274658kW
2023-04-03T18:00:00-07:00 Los_Angeles,22.657166004180908kW
2023-04-03T19:00:00-07:00 Los_Angeles,20.948666095733643kW
2023-04-03T20:00:00-07:00 Los_Angeles,21.518166542053223kW
2023-04-03T21:00:00-07:00 Los_Angeles,21.70799970626831kW
2023-04-03T22:00:00-07:00 Los_Angeles,15.465833246707916kW
2023-04-03T23:00:00-07:00 Los_Angeles,0kW
2023-04-04T00:00:00-07:00 Los_Angeles,0kW
2023-04-04T01:00:00-07:00 Los_Angeles,0kW
2023-04-04T02:00:00-07:00 Los_Angeles,0kW
2023-04-04T03:00:00-07:00 Los_Angeles,0kW
2023-04-04T04:00:00-07:00 Los_Angeles,0kW
2023-04-04T05:00:00-07:00 Los_Angeles,0kW
2023-04-04T06:00:00-07:00 Los_Angeles,0kW
2023-04-04T07:00:00-07:00 Los_Angeles,22.824666917324066kW
2023-04-04T08:00:00-07:00 Los_Angeles,22.80233335494995kW
2023-04-04T09:00:00-07:00 Los_Angeles,24.34333324432373kW
2023-04-04T10:00:00-07:00 Los_Angeles,24.644833087921143kW
2023-04-04T11:00:00-07:00 Los_Angeles,22.969833374023438kW
2023-04-04T12:00:00-07:00 Los_Angeles,22.47849988937378kW
2023-04-04T13:00:00-07:00 Los_Angeles,22.26633358001709kW
2023-04-04T14:00:00-07:00 Los_Angeles,22.768832683563232kW
2023-04-04T15:00:00-07:00 Los_Angeles,23.617499828338623kW
2023-04-04T16:00:00-07:00 Los_Angeles,23.103833198547363kW
2023-04-04T17:00:00-07:00 Los_Angeles,23.215499877929688kW
2023-04-04T18:00:00-07:00 Los_Angeles,22.9586664835612kW
2023-04-04T19:00:00-07:00 Los_Angeles,23.27133305867513kW
2023-04-04T20:00:00-07:00 Los_Angeles,21.786166191101074kW
2023-04-04T21:00:00-07:00 Los_Angeles,22.623666286468506kW
2023-04-04T22:00:00-07:00 Los_Angeles,14.572500228881836kW
2023-04-04T23:00:00-07:00 Los_Angeles,0kW
2023-04-05T00:00:00-07:00 Los_Angeles,0kW
2023-04-05T01:00:00-07:00 Los_Angeles,0kW
2023-04-05T02:00:00-07:00 Los_Angeles,0kW
2023-04-05T03:00:00-07:00 Los_Angeles,0kW
2023-04-05T04:00:00-07:00 Los_Angeles,0kW
2023-04-05T05:00:00-07:00 Los_Angeles,0kW
2023-04-05T06:00:00-07:00 Los_Angeles,0kW
2023-04-05T07:00:00-07:00 Los_Angeles,23.360666513442993kW
2023-04-05T08:00:00-07:00 Los_Angeles,23.550499439239502kW
2023-04-05T09:00:00-07:00 Los_Angeles,24.488499641418457kW
2023-04-05T10:00:00-07:00 Los_Angeles,24.175832748413086kW
2023-04-05T11:00:00-07:00 Los_Angeles,22.969833374023438kW
2023-04-05T12:00:00-07:00 Los_Angeles,23.952499389648438kW
2023-04-05T13:00:00-07:00 Los_Angeles,24.27633285522461kW
2023-04-05T14:00:00-07:00 Los_Angeles,24.678332805633545kW
2023-04-05T15:00:00-07:00 Los_Angeles,26.074166774749756kW
2023-04-05T16:00:00-07:00 Los_Angeles,26.241666316986084kW
2023-04-05T17:00:00-07:00 Los_Angeles,26.15233278274536kW
2023-04-05T18:00:00-07:00 Los_Angeles,26.040666580200195kW
2023-04-05T19:00:00-07:00 Los_Angeles,23.472333431243896kW
2023-04-05T20:00:00-07:00 Los_Angeles,22.73533296585083kW
2023-04-05T21:00:00-07:00 Los_Angeles,22.824666023254395kW
2023-04-05T22:00:00-07:00 Los_Angeles,13.679166555404663kW
2023-04-05T23:00:00-07:00 Los_Angeles,0kW
2023-04-06T00:00:00-07:00 Los_Angeles,0kW
2023-04-06T01:00:00-07:00 Los_Angeles,0kW
2023-04-06T02:00:00-07:00 Los_Angeles,0kW
2023-04-06T03:00:00-07:00 Los_Angeles,0kW
2023-04-06T04:00:00-07:00 Los_Angeles,0kW
2023-04-06T05:00:00-07:00 Los_Angeles,0kW
2023-04-06T06:00:00-07:00 Los_Angeles,0kW
2023-04-06T07:00:00-07:00 Los_Angeles,20.546666502952576kW
2023-04-06T08:00:00-07:00 Los_Angeles,23.639832973480225kW
2023-04-06T09:00:00-07:00 Los_Angeles,23.651000022888184kW
2023-04-06T10:00:00-07:00 Los_Angeles,23.874332904815674kW
2023-04-06T11:00:00-07:00 Los_Angeles,24.801166534423828kW
2023-04-06T12:00:00-07:00 Los_Angeles,25.716832637786865kW
2023-04-06T13:00:00-07:00 Los_Angeles,27.023333072662354kW
2023-04-06T14:00:00-07:00 Los_Angeles,28.084166526794434kW
2023-04-06T15:00:00-07:00 Los_Angeles,34.79533290863037kW
2023-04-06T16:00:00-07:00 Los_Angeles,38.1676664352417kW
