Timestamp,Bren Hall HVAC Elec Meter hvac elec power
2022-04-10T10:00:00-07:00 Los_Angeles,2.0993332862854004kW
2022-04-10T11:00:00-07:00 Los_Angeles,0kW
2022-04-10T12:00:00-07:00 Los_Angeles,0kW
2022-04-10T13:00:00-07:00 Los_Angeles,4.354999899864197kW
2022-04-10T14:00:00-07:00 Los_Angeles,0kW
2022-04-10T15:00:00-07:00 Los_Angeles,4.489000082015991kW
2022-04-10T16:00:00-07:00 Los_Angeles,0kW
2022-04-10T17:00:00-07:00 Los_Angeles,0kW
2022-04-10T18:00:00-07:00 Los_Angeles,4.555999994277954kW
2022-04-10T19:00:00-07:00 Los_Angeles,0kW
2022-04-10T20:00:00-07:00 Los_Angeles,0kW
2022-04-10T21:00:00-07:00 Los_Angeles,0kW
2022-04-10T22:00:00-07:00 Los_Angeles,0kW
2022-04-10T23:00:00-07:00 Los_Angeles,0kW
2022-04-11T00:00:00-07:00 Los_Angeles,0kW
2022-04-11T01:00:00-07:00 Los_Angeles,0kW
2022-04-11T02:00:00-07:00 Los_Angeles,0kW
2022-04-11T03:00:00-07:00 Los_Angeles,0kW
2022-04-11T04:00:00-07:00 Los_Angeles,0kW
2022-04-11T05:00:00-07:00 Los_Angeles,0kW
2022-04-11T06:00:00-07:00 Los_Angeles,0kW
2022-04-11T07:00:00-07:00 Los_Angeles,28.28516560792923kW
2022-04-11T08:00:00-07:00 Los_Angeles,26.11883306503296kW
2022-04-11T09:00:00-07:00 Los_Angeles,24.722999572753906kW
2022-04-11T10:00:00-07:00 Los_Angeles,23.628666400909424kW
2022-04-11T11:00:00-07:00 Los_Angeles,23.215500354766846kW
2022-04-11T12:00:00-07:00 Los_Angeles,23.193166732788086kW
2022-04-11T13:00:00-07:00 Los_Angeles,23.08150005340576kW
2022-04-11T14:00:00-07:00 Los_Angeles,23.014500617980957kW
2022-04-11T15:00:00-07:00 Los_Angeles,23.0145001411438kW
2022-04-11T16:00:00-07:00 Los_Angeles,23.0479998588562kW
2022-04-11T17:00:00-07:00 Los_Angeles,23.103833198547363kW
2022-04-11T18:00:00-07:00 Los_Angeles,23.0256667137146kW
2022-04-11T19:00:00-07:00 Los_Angeles,23.003333568572998kW
2022-04-11T20:00:00-07:00 Los_Angeles,22.94749927520752kW
2022-04-11T21:00:00-07:00 Los_Angeles,22.701833248138428kW
2022-04-11T22:00:00-07:00 Los_Angeles,16.06883281469345kW
2022-04-11T23:00:00-07:00 Los_Angeles,0kW
2022-04-12T00:00:00-07:00 Los_Angeles,0kW
2022-04-12T01:00:00-07:00 Los_Angeles,0kW
2022-04-12T02:00:00-07:00 Los_Angeles,0kW
2022-04-12T03:00:00-07:00 Los_Angeles,0kW
2022-04-12T04:00:00-07:00 Los_Angeles,0kW
2022-04-12T05:00:00-07:00 Los_Angeles,0kW
2022-04-12T06:00:00-07:00 Los_Angeles,0kW
2022-04-12T07:00:00-07:00 Los_Angeles,19.597499921917915kW
2022-04-12T08:00:00-07:00 Los_Angeles,22.523166179656982kW
2022-04-12T09:00:00-07:00 Los_Angeles,22.534332752227783kW
2022-04-12T10:00:00-07:00 Los_Angeles,21.97600030899048kW
2022-04-12T11:00:00-07:00 Los_Angeles,22.77999973297119kW
2022-04-12T12:00:00-07:00 Los_Angeles,22.74650001525879kW
2022-04-12T13:00:00-07:00 Los_Angeles,22.847000122070312kW
2022-04-12T14:00:00-07:00 Los_Angeles,22.902832984924316kW
2022-04-12T15:00:00-07:00 Los_Angeles,22.925166606903076kW
2022-04-12T16:00:00-07:00 Los_Angeles,23.003333568572998kW
2022-04-12T17:00:00-07:00 Los_Angeles,22.958666801452637kW
2022-04-12T18:00:00-07:00 Los_Angeles,23.03683376312256kW
2022-04-12T19:00:00-07:00 Los_Angeles,22.76883316040039kW
2022-04-12T20:00:00-07:00 Los_Angeles,22.70183277130127kW
2022-04-12T21:00:00-07:00 Los_Angeles,22.433833122253418kW
2022-04-12T22:00:00-07:00 Los_Angeles,14.416166543960571kW
2022-04-12T23:00:00-07:00 Los_Angeles,0kW
2022-04-13T00:00:00-07:00 Los_Angeles,0kW
2022-04-13T01:00:00-07:00 Los_Angeles,0kW
2022-04-13T02:00:00-07:00 Los_Angeles,0kW
2022-04-13T03:00:00-07:00 Los_Angeles,0kW
2022-04-13T04:00:00-07:00 Los_Angeles,0kW
2022-04-13T05:00:00-07:00 Los_Angeles,0kW
2022-04-13T06:00:00-07:00 Los_Angeles,0kW
2022-04-13T07:00:00-07:00 Los_Angeles,19.697999946773052kW
2022-04-13T08:00:00-07:00 Los_Angeles,22.26633310317993kW
2022-04-13T09:00:00-07:00 Los_Angeles,22.054166793823242kW
2022-04-13T10:00:00-07:00 Los_Angeles,21.294832706451416kW
2022-04-13T11:00:00-07:00 Los_Angeles,22.400333404541016kW
2022-04-13T12:00:00-07:00 Los_Angeles,22.590166568756104kW
2022-04-13T13:00:00-07:00 Los_Angeles,22.713000297546387kW
2022-04-13T14:00:00-07:00 Los_Angeles,22.71299982070923kW
2022-04-13T15:00:00-07:00 Los_Angeles,22.82466697692871kW
2022-04-13T16:00:00-07:00 Los_Angeles,23.02566623687744kW
2022-04-13T17:00:00-07:00 Los_Angeles,22.802332878112793kW
2022-04-13T18:00:00-07:00 Los_Angeles,22.75766658782959kW
2022-04-13T19:00:00-07:00 Los_Angeles,22.869332790374756kW
2022-04-13T20:00:00-07:00 Los_Angeles,22.690666675567627kW
2022-04-13T21:00:00-07:00 Los_Angeles,22.71299982070923kW
2022-04-13T22:00:00-07:00 Los_Angeles,13.09850001335144kW
2022-04-13T23:00:00-07:00 Los_Angeles,0kW
2022-04-14T00:00:00-07:00 Los_Angeles,0kW
2022-04-14T01:00:00-07:00 Los_Angeles,0kW
2022-04-14T02:00:00-07:00 Los_Angeles,0kW
2022-04-14T03:00:00-07:00 Los_Angeles,0kW
2022-04-14T04:00:00-07:00 Los_Angeles,0kW
2022-04-14T05:00:00-07:00 Los_Angeles,0kW
2022-04-14T06:00:00-07:00 Los_Angeles,0kW
2022-04-14T07:00:00-07:00 Los_Angeles,19.73149973154068kW
2022-04-14T08:00:00-07:00 Los_Angeles,21.64099931716919kW
2022-04-14T09:00:00-07:00 Los_Angeles,21.774999618530273kW
2022-04-14T10:00:00-07:00 Los_Angeles,21.339499950408936kW
2022-04-14T11:00:00-07:00 Los_Angeles,22.690666675567627kW
2022-04-14T12:00:00-07:00 Los_Angeles,23.148499965667725kW
2022-04-14T13:00:00-07:00 Los_Angeles,23.182000160217285kW
2022-04-14T14:00:00-07:00 Los_Angeles,23.0368332862854kW
2022-04-14T15:00:00-07:00 Los_Angeles,23.193166732788086kW
2022-04-14T16:00:00-07:00 Los_Angeles,23.22666645050049kW
2022-04-14T17:00:00-07:00 Los_Angeles,23.751500129699707kW
2022-04-14T18:00:00-07:00 Los_Angeles,23.80733346939087kW
2022-04-14T19:00:00-07:00 Los_Angeles,23.349499702453613kW
2022-04-14T20:00:00-07:00 Los_Angeles,22.75766658782959kW
2022-04-14T21:00:00-07:00 Los_Angeles,22.612500190734863kW
2022-04-14T22:00:00-07:00 Los_Angeles,14.259833335876465kW
2022-04-14T23:00:00-07:00 Los_Angeles,0kW
2022-04-15T00:00:00-07:00 Los_Angeles,0kW
2022-04-15T01:00:00-07:00 Los_Angeles,0kW
2022-04-15T02:00:00-07:00 Los_Angeles,0kW
2022-04-15T03:00:00-07:00 Los_Angeles,0kW
2022-04-15T04:00:00-07:00 Los_Angeles,0kW
2022-04-15T05:00:00-07:00 Los_Angeles,0kW
2022-04-15T06:00:00-07:00 Los_Angeles,0kW
2022-04-15T07:00:00-07:00 Los_Angeles,22.26633310317993kW
2022-04-15T08:00:00-07:00 Los_Angeles,22.690666675567627kW
2022-04-15T09:00:00-07:00 Los_Angeles,22.634832859039307kW
2022-04-15T10:00:00-07:00 Los_Angeles,21.9313325881958kW
2022-04-15T11:00:00-07:00 Los_Angeles,22.78000020980835kW
2022-04-15T12:00:00-07:00 Los_Angeles,22.846999645233154kW
2022-04-15T13:00:00-07:00 Los_Angeles,22.858166694641113kW
2022-04-15T14:00:00-07:00 Los_Angeles,23.003333568572998kW
2022-04-15T15:00:00-07:00 Los_Angeles,23.21549940109253kW
2022-04-15T16:00:00-07:00 Los_Angeles,23.349499225616455kW
2022-04-15T17:00:00-07:00 Los_Angeles,23.30483341217041kW
2022-04-15T18:00:00-07:00 Los_Angeles,23.449999809265137kW
2022-04-15T19:00:00-07:00 Los_Angeles,23.137333393096924kW
2022-04-15T20:00:00-07:00 Los_Angeles,22.835833072662354kW
2022-04-15T21:00:00-07:00 Los_Angeles,22.612499713897705kW
2022-04-15T22:00:00-07:00 Los_Angeles,15.968333721160889kW
2022-04-15T23:00:00-07:00 Los_Angeles,0kW
2022-04-16T00:00:00-07:00 Los_Angeles,0kW
2022-04-16T01:00:00-07:00 Los_Angeles,0kW
2022-04-16T02:00:00-07:00 Los_Angeles,0kW
2022-04-16T03:00:00-07:00 Los_Angeles,0kW
2022-04-16T04:00:00-07:00 Los_Angeles,0kW
2022-04-16T05:00:00-07:00 Los_Angeles,0kW
2022-04-16T06:00:00-07:00 Los_Angeles,0kW
2022-04-16T07:00:00-07:00 Los_Angeles,0kW
2022-04-16T08:00:00-07:00 Los_Angeles,0kW
2022-04-16T09:00:00-07:00 Los_Angeles,0kW
2022-04-16T10:00:00-07:00 Los_Angeles,0kW
2022-04-16T11:00:00-07:00 Los_Angeles,0kW
2022-04-16T12:00:00-07:00 Los_Angeles,0kW
2022-04-16T13:00:00-07:00 Los_Angeles,0kW
2022-04-16T14:00:00-07:00 Los_Angeles,0kW
2022-04-16T15:00:00-07:00 Los_Angeles,0kW
2022-04-16T16:00:00-07:00 Los_Angeles,0kW
2022-04-16T17:00:00-07:00 Los_Angeles,0kW
2022-04-16T18:00:00-07:00 Los_Angeles,0kW
2022-04-16T19:00:00-07:00 Los_Angeles,0kW
2022-04-16T20:00:00-07:00 Los_Angeles,0kW
2022-04-16T21:00:00-07:00 Los_Angeles,0kW
2022-04-16T22:00:00-07:00 Los_Angeles,0kW
2022-04-16T23:00:00-07:00 Los_Angeles,0kW
2022-04-17T00:00:00-07:00 Los_Angeles,0kW
2022-04-17T01:00:00-07:00 Los_Angeles,0kW
2022-04-17T02:00:00-07:00 Los_Angeles,0kW
2022-04-17T03:00:00-07:00 Los_Angeles,0kW
2022-04-17T04:00:00-07:00 Los_Angeles,0kW
2022-04-17T05:00:00-07:00 Los_Angeles,0kW
2022-04-17T06:00:00-07:00 Los_Angeles,0kW
2022-04-17T07:00:00-07:00 Los_Angeles,0kW
2022-04-17T08:00:00-07:00 Los_Angeles,0kW
2022-04-17T09:00:00-07:00 Los_Angeles,0kW
2022-04-17T10:00:00-07:00 Los_Angeles,0kW
2022-04-17T11:00:00-07:00 Los_Angeles,0kW
2022-04-17T12:00:00-07:00 Los_Angeles,0kW
2022-04-17T13:00:00-07:00 Los_Angeles,0kW
2022-04-17T14:00:00-07:00 Los_Angeles,0kW
2022-04-17T15:00:00-07:00 Los_Angeles,0kW
2022-04-17T16:00:00-07:00 Los_Angeles,0kW
2022-04-17T17:00:00-07:00 Los_Angeles,0kW
2022-04-17T18:00:00-07:00 Los_Angeles,0kW
2022-04-17T19:00:00-07:00 Los_Angeles,0kW
2022-04-17T20:00:00-07:00 Los_Angeles,0kW
2022-04-17T21:00:00-07:00 Los_Angeles,0kW
2022-04-17T22:00:00-07:00 Los_Angeles,0kW
2022-04-17T23:00:00-07:00 Los_Angeles,0kW
2022-04-18T00:00:00-07:00 Los_Angeles,0kW
2022-04-18T01:00:00-07:00 Los_Angeles,0kW
2022-04-18T02:00:00-07:00 Los_Angeles,0kW
2022-04-18T03:00:00-07:00 Los_Angeles,0kW
2022-04-18T04:00:00-07:00 Los_Angeles,0kW
2022-04-18T05:00:00-07:00 Los_Angeles,0kW
2022-04-18T06:00:00-07:00 Los_Angeles,0kW
2022-04-18T07:00:00-07:00 Los_Angeles,22.858166694641113kW
2022-04-18T08:00:00-07:00 Los_Angeles,23.55049991607666kW
2022-04-18T09:00:00-07:00 Los_Angeles,23.550499439239502kW
2022-04-18T10:00:00-07:00 Los_Angeles,23.427666664123535kW
2022-04-18T11:00:00-07:00 Los_Angeles,23.405333042144775kW
2022-04-18T12:00:00-07:00 Los_Angeles,23.717999935150146kW
2022-04-18T13:00:00-07:00 Los_Angeles,23.796165943145752kW
2022-04-18T14:00:00-07:00 Los_Angeles,24.06416654586792kW
2022-04-18T15:00:00-07:00 Los_Angeles,24.611332893371582kW
2022-04-18T16:00:00-07:00 Los_Angeles,25.87316656112671kW
2022-04-18T17:00:00-07:00 Los_Angeles,26.766499519348145kW
2022-04-18T18:00:00-07:00 Los_Angeles,25.515832901000977kW
2022-04-18T19:00:00-07:00 Los_Angeles,24.477333068847656kW
2022-04-18T20:00:00-07:00 Los_Angeles,23.5281662940979kW
2022-04-18T21:00:00-07:00 Los_Angeles,23.181999683380127kW
2022-04-18T22:00:00-07:00 Los_Angeles,15.331832885742188kW
2022-04-18T23:00:00-07:00 Los_Angeles,0kW
2022-04-19T00:00:00-07:00 Los_Angeles,0kW
2022-04-19T01:00:00-07:00 Los_Angeles,0kW
2022-04-19T02:00:00-07:00 Los_Angeles,0kW
2022-04-19T03:00:00-07:00 Los_Angeles,0kW
2022-04-19T04:00:00-07:00 Los_Angeles,0kW
2022-04-19T05:00:00-07:00 Los_Angeles,0kW
2022-04-19T06:00:00-07:00 Los_Angeles,0kW
2022-04-19T07:00:00-07:00 Los_Angeles,20.691833078861237kW
2022-04-19T08:00:00-07:00 Los_Angeles,24.276333332061768kW
2022-04-19T09:00:00-07:00 Los_Angeles,22.46733331680298kW
2022-04-19T10:00:00-07:00 Los_Angeles,22.23283338546753kW
2022-04-19T11:00:00-07:00 Los_Angeles,23.34950017929077kW
2022-04-19T12:00:00-07:00 Los_Angeles,23.82966661453247kW
2022-04-19T13:00:00-07:00 Los_Angeles,23.405333518981934kW
2022-04-19T14:00:00-07:00 Los_Angeles,23.885499954223633kW
2022-04-19T15:00:00-07:00 Los_Angeles,25.046833038330078kW
2022-04-19T16:00:00-07:00 Los_Angeles,25.87316656112671kW
2022-04-19T17:00:00-07:00 Los_Angeles,26.230499744415283kW
2022-04-19T18:00:00-07:00 Los_Angeles,25.88433265686035kW
2022-04-19T19:00:00-07:00 Los_Angeles,26.766499996185303kW
2022-04-19T20:00:00-07:00 Los_Angeles,26.509666442871094kW
2022-04-19T21:00:00-07:00 Los_Angeles,25.180833339691162kW
2022-04-19T22:00:00-07:00 Los_Angeles,17.029166221618652kW
2022-04-19T23:00:00-07:00 Los_Angeles,0kW
2022-04-20T00:00:00-07:00 Los_Angeles,0kW
2022-04-20T01:00:00-07:00 Los_Angeles,0kW
2022-04-20T02:00:00-07:00 Los_Angeles,0kW
2022-04-20T03:00:00-07:00 Los_Angeles,0kW
2022-04-20T04:00:00-07:00 Los_Angeles,0kW
2022-04-20T05:00:00-07:00 Los_Angeles,0kW
2022-04-20T06:00:00-07:00 Los_Angeles,0kW
2022-04-20T07:00:00-07:00 Los_Angeles,23.237833261489868kW
2022-04-20T08:00:00-07:00 Los_Angeles,23.740333557128906kW
2022-04-20T09:00:00-07:00 Los_Angeles,23.23783254623413kW
2022-04-20T10:00:00-07:00 Los_Angeles,23.059166431427002kW
2022-04-20T11:00:00-07:00 Los_Angeles,23.483500003814697kW
2022-04-20T12:00:00-07:00 Los_Angeles,23.382999420166016kW
2022-04-20T13:00:00-07:00 Los_Angeles,23.494666576385498kW
2022-04-20T14:00:00-07:00 Los_Angeles,23.807332515716553kW
2022-04-20T15:00:00-07:00 Los_Angeles,24.399166107177734kW
2022-04-20T16:00:00-07:00 Los_Angeles,25.191999912261963kW
2022-04-20T17:00:00-07:00 Los_Angeles,25.37066650390625kW
2022-04-20T18:00:00-07:00 Los_Angeles,25.203166484832764kW
2022-04-20T19:00:00-07:00 Los_Angeles,24.29866647720337kW
2022-04-20T20:00:00-07:00 Los_Angeles,23.181999683380127kW
2022-04-20T21:00:00-07:00 Los_Angeles,22.4114990234375kW
2022-04-20T22:00:00-07:00 Los_Angeles,14.672999858856201kW
2022-04-20T23:00:00-07:00 Los_Angeles,0kW
2022-04-21T00:00:00-07:00 Los_Angeles,0kW
2022-04-21T01:00:00-07:00 Los_Angeles,0kW
2022-04-21T02:00:00-07:00 Los_Angeles,0kW
2022-04-21T03:00:00-07:00 Los_Angeles,0kW
2022-04-21T04:00:00-07:00 Los_Angeles,0kW
2022-04-21T05:00:00-07:00 Los_Angeles,0kW
2022-04-21T06:00:00-07:00 Los_Angeles,0kW
2022-04-21T07:00:00-07:00 Los_Angeles,22.288666605949402kW
2022-04-21T08:00:00-07:00 Los_Angeles,22.456166744232178kW
2022-04-21T09:00:00-07:00 Los_Angeles,22.355666160583496kW
2022-04-21T10:00:00-07:00 Los_Angeles,21.752665996551514kW
2022-04-21T11:00:00-07:00 Los_Angeles,22.79116678237915kW
2022-04-21T12:00:00-07:00 Los_Angeles,22.914000034332275kW
2022-04-21T13:00:00-07:00 Los_Angeles,23.01449966430664kW
2022-04-21T14:00:00-07:00 Los_Angeles,23.159666538238525kW
2022-04-21T15:00:00-07:00 Los_Angeles,23.182000160217285kW
2022-04-21T16:00:00-07:00 Los_Angeles,24.28749942779541kW
2022-04-21T17:00:00-07:00 Los_Angeles,25.6051664352417kW
2022-04-21T18:00:00-07:00 Los_Angeles,24.55549955368042kW
2022-04-21T19:00:00-07:00 Los_Angeles,23.695666313171387kW
2022-04-21T20:00:00-07:00 Los_Angeles,22.902832508087158kW
2022-04-21T21:00:00-07:00 Los_Angeles,22.478498935699463kW
2022-04-21T22:00:00-07:00 Los_Angeles,14.784666538238525kW
2022-04-21T23:00:00-07:00 Los_Angeles,0kW
2022-04-22T00:00:00-07:00 Los_Angeles,0kW
2022-04-22T01:00:00-07:00 Los_Angeles,0kW
2022-04-22T02:00:00-07:00 Los_Angeles,0kW
2022-04-22T03:00:00-07:00 Los_Angeles,0kW
2022-04-22T04:00:00-07:00 Los_Angeles,0kW
2022-04-22T05:00:00-07:00 Los_Angeles,0kW
2022-04-22T06:00:00-07:00 Los_Angeles,0kW
2022-04-22T07:00:00-07:00 Los_Angeles,20.9598331451416kW
2022-04-22T08:00:00-07:00 Los_Angeles,22.869333267211914kW
2022-04-22T09:00:00-07:00 Los_Angeles,22.601333141326904kW
2022-04-22T10:00:00-07:00 Los_Angeles,21.62983274459839kW
2022-04-22T11:00:00-07:00 Los_Angeles,22.366832733154297kW
2022-04-22T12:00:00-07:00 Los_Angeles,22.657166481018066kW
2022-04-22T13:00:00-07:00 Los_Angeles,22.590166568756104kW
2022-04-22T14:00:00-07:00 Los_Angeles,22.802332878112793kW
2022-04-22T15:00:00-07:00 Los_Angeles,22.578999519348145kW
2022-04-22T16:00:00-07:00 Los_Angeles,22.243999481201172kW
2022-04-22T17:00:00-07:00 Los_Angeles,22.355665683746338kW
2022-04-22T18:00:00-07:00 Los_Angeles,22.400332927703857kW
2022-04-22T19:00:00-07:00 Los_Angeles,22.19933319091797kW
2022-04-22T20:00:00-07:00 Los_Angeles,22.165833473205566kW
2022-04-22T21:00:00-07:00 Los_Angeles,22.18816614151001kW
2022-04-22T22:00:00-07:00 Los_Angeles,12.875166773796082kW
2022-04-22T23:00:00-07:00 Los_Angeles,0kW
2022-04-23T00:00:00-07:00 Los_Angeles,0kW
2022-04-23T01:00:00-07:00 Los_Angeles,0kW
2022-04-23T02:00:00-07:00 Los_Angeles,0kW
2022-04-23T03:00:00-07:00 Los_Angeles,0kW
2022-04-23T04:00:00-07:00 Los_Angeles,0kW
2022-04-23T05:00:00-07:00 Los_Angeles,0kW
2022-04-23T06:00:00-07:00 Los_Angeles,0kW
2022-04-23T07:00:00-07:00 Los_Angeles,0kW
2022-04-23T08:00:00-07:00 Los_Angeles,0kW
2022-04-23T09:00:00-07:00 Los_Angeles,0kW
2022-04-23T10:00:00-07:00 Los_Angeles,0kW
2022-04-23T11:00:00-07:00 Los_Angeles,0kW
2022-04-23T12:00:00-07:00 Los_Angeles,0kW
2022-04-23T13:00:00-07:00 Los_Angeles,0kW
2022-04-23T14:00:00-07:00 Los_Angeles,0kW
2022-04-23T15:00:00-07:00 Los_Angeles,0kW
2022-04-23T16:00:00-07:00 Los_Angeles,0kW
2022-04-23T17:00:00-07:00 Los_Angeles,0kW
2022-04-23T18:00:00-07:00 Los_Angeles,0kW
2022-04-23T19:00:00-07:00 Los_Angeles,0kW
2022-04-23T20:00:00-07:00 Los_Angeles,0kW
2022-04-23T21:00:00-07:00 Los_Angeles,0kW
2022-04-23T22:00:00-07:00 Los_Angeles,0kW
2022-04-23T23:00:00-07:00 Los_Angeles,0kW
2022-04-24T00:00:00-07:00 Los_Angeles,0kW
2022-04-24T01:00:00-07:00 Los_Angeles,0kW
2022-04-24T02:00:00-07:00 Los_Angeles,0kW
2022-04-24T03:00:00-07:00 Los_Angeles,0kW
2022-04-24T04:00:00-07:00 Los_Angeles,0kW
2022-04-24T05:00:00-07:00 Los_Angeles,0kW
2022-04-24T06:00:00-07:00 Los_Angeles,0kW
2022-04-24T07:00:00-07:00 Los_Angeles,0kW
2022-04-24T08:00:00-07:00 Los_Angeles,0kW
2022-04-24T09:00:00-07:00 Los_Angeles,0kW
2022-04-24T10:00:00-07:00 Los_Angeles,0kW
2022-04-24T11:00:00-07:00 Los_Angeles,0kW
2022-04-24T12:00:00-07:00 Los_Angeles,0kW
2022-04-24T13:00:00-07:00 Los_Angeles,1.3623332977294922kW
2022-04-24T14:00:00-07:00 Los_Angeles,3.3276665210723877kW
2022-04-24T15:00:00-07:00 Los_Angeles,0kW
2022-04-24T16:00:00-07:00 Los_Angeles,0kW
2022-04-24T17:00:00-07:00 Los_Angeles,0kW
2022-04-24T18:00:00-07:00 Los_Angeles,0kW
2022-04-24T19:00:00-07:00 Los_Angeles,0kW
2022-04-24T20:00:00-07:00 Los_Angeles,0kW
2022-04-24T21:00:00-07:00 Los_Angeles,0kW
2022-04-24T22:00:00-07:00 Los_Angeles,0kW
2022-04-24T23:00:00-07:00 Los_Angeles,0kW
2022-04-25T00:00:00-07:00 Los_Angeles,0kW
2022-04-25T01:00:00-07:00 Los_Angeles,0kW
2022-04-25T02:00:00-07:00 Los_Angeles,0kW
2022-04-25T03:00:00-07:00 Los_Angeles,0kW
2022-04-25T04:00:00-07:00 Los_Angeles,0kW
2022-04-25T05:00:00-07:00 Los_Angeles,0kW
2022-04-25T06:00:00-07:00 Los_Angeles,0kW
2022-04-25T07:00:00-07:00 Los_Angeles,22.590166091918945kW
2022-04-25T08:00:00-07:00 Los_Angeles,23.60633373260498kW
2022-04-25T09:00:00-07:00 Los_Angeles,23.773833751678467kW
2022-04-25T10:00:00-07:00 Los_Angeles,23.215499877929688kW
2022-04-25T11:00:00-07:00 Los_Angeles,22.846999645233154kW
2022-04-25T12:00:00-07:00 Los_Angeles,22.98099946975708kW
2022-04-25T13:00:00-07:00 Los_Angeles,23.48349952697754kW
2022-04-25T14:00:00-07:00 Los_Angeles,23.840832710266113kW
2022-04-25T15:00:00-07:00 Los_Angeles,24.33216619491577kW
2022-04-25T16:00:00-07:00 Los_Angeles,25.13616704940796kW
2022-04-25T17:00:00-07:00 Los_Angeles,25.694499969482422kW
2022-04-25T18:00:00-07:00 Los_Angeles,24.801166534423828kW
2022-04-25T19:00:00-07:00 Los_Angeles,24.521999835968018kW
2022-04-25T20:00:00-07:00 Los_Angeles,23.371832847595215kW
2022-04-25T21:00:00-07:00 Los_Angeles,22.645999431610107kW
2022-04-25T22:00:00-07:00 Los_Angeles,15.030332565307617kW
2022-04-25T23:00:00-07:00 Los_Angeles,0kW
2022-04-26T00:00:00-07:00 Los_Angeles,0kW
2022-04-26T01:00:00-07:00 Los_Angeles,0kW
2022-04-26T02:00:00-07:00 Los_Angeles,0kW
2022-04-26T03:00:00-07:00 Los_Angeles,0kW
2022-04-26T04:00:00-07:00 Los_Angeles,0kW
2022-04-26T05:00:00-07:00 Los_Angeles,0kW
2022-04-26T06:00:00-07:00 Los_Angeles,0kW
2022-04-26T07:00:00-07:00 Los_Angeles,24.064165830612183kW
2022-04-26T08:00:00-07:00 Los_Angeles,23.24899959564209kW
2022-04-26T09:00:00-07:00 Los_Angeles,23.114999294281006kW
2022-04-26T10:00:00-07:00 Los_Angeles,22.70183277130127kW
2022-04-26T11:00:00-07:00 Los_Angeles,23.550499439239502kW
2022-04-26T12:00:00-07:00 Los_Angeles,23.96366596221924kW
2022-04-26T13:00:00-07:00 Los_Angeles,24.376832962036133kW
2022-04-26T14:00:00-07:00 Los_Angeles,24.58899974822998kW
2022-04-26T15:00:00-07:00 Los_Angeles,25.225499629974365kW
2022-04-26T16:00:00-07:00 Los_Angeles,26.811166763305664kW
2022-04-26T17:00:00-07:00 Los_Angeles,27.358333587646484kW
2022-04-26T18:00:00-07:00 Los_Angeles,26.744166374206543kW
2022-04-26T19:00:00-07:00 Los_Angeles,25.861999988555908kW
2022-04-26T20:00:00-07:00 Los_Angeles,24.745333194732666kW
2022-04-26T21:00:00-07:00 Los_Angeles,24.097666263580322kW
2022-04-26T22:00:00-07:00 Los_Angeles,13.86900007724762kW
2022-04-26T23:00:00-07:00 Los_Angeles,0kW
2022-04-27T00:00:00-07:00 Los_Angeles,0kW
2022-04-27T01:00:00-07:00 Los_Angeles,0kW
2022-04-27T02:00:00-07:00 Los_Angeles,0kW
2022-04-27T03:00:00-07:00 Los_Angeles,0kW
2022-04-27T04:00:00-07:00 Los_Angeles,0kW
2022-04-27T05:00:00-07:00 Los_Angeles,0kW
2022-04-27T06:00:00-07:00 Los_Angeles,0kW
2022-04-27T07:00:00-07:00 Los_Angeles,23.74033272266388kW
2022-04-27T08:00:00-07:00 Los_Angeles,23.461166381835938kW
2022-04-27T09:00:00-07:00 Los_Angeles,23.115000247955322kW
2022-04-27T10:00:00-07:00 Los_Angeles,22.25516653060913kW
2022-04-27T11:00:00-07:00 Los_Angeles,22.913999557495117kW
2022-04-27T12:00:00-07:00 Los_Angeles,22.902833461761475kW
2022-04-27T13:00:00-07:00 Los_Angeles,23.081499576568604kW
2022-04-27T14:00:00-07:00 Los_Angeles,23.204333305358887kW
2022-04-27T15:00:00-07:00 Los_Angeles,24.231666564941406kW
2022-04-27T16:00:00-07:00 Los_Angeles,24.912833213806152kW
2022-04-27T17:00:00-07:00 Los_Angeles,25.292499542236328kW
2022-04-27T18:00:00-07:00 Los_Angeles,25.024500370025635kW
2022-04-27T19:00:00-07:00 Los_Angeles,24.142332077026367kW
2022-04-27T20:00:00-07:00 Los_Angeles,23.416500091552734kW
2022-04-27T21:00:00-07:00 Los_Angeles,23.092666625976562kW
2022-04-27T22:00:00-07:00 Los_Angeles,15.342999935150146kW
2022-04-27T23:00:00-07:00 Los_Angeles,0kW
2022-04-28T00:00:00-07:00 Los_Angeles,0kW
2022-04-28T01:00:00-07:00 Los_Angeles,0kW
2022-04-28T02:00:00-07:00 Los_Angeles,0kW
2022-04-28T03:00:00-07:00 Los_Angeles,0kW
2022-04-28T04:00:00-07:00 Los_Angeles,0kW
2022-04-28T05:00:00-07:00 Los_Angeles,0kW
2022-04-28T06:00:00-07:00 Los_Angeles,0kW
2022-04-28T07:00:00-07:00 Los_Angeles,22.25516676902771kW
2022-04-28T08:00:00-07:00 Los_Angeles,22.578999996185303kW
2022-04-28T09:00:00-07:00 Los_Angeles,22.355666160583496kW
2022-04-28T10:00:00-07:00 Los_Angeles,21.74150037765503kW
2022-04-28T11:00:00-07:00 Los_Angeles,23.159666538238525kW
2022-04-28T12:00:00-07:00 Los_Angeles,23.215499877929688kW
