Timestamp,Bren Hall HVAC Elec Meter hvac elec power
2022-06-25T17:00:00-07:00 Los_Angeles,0kW
2022-06-25T18:00:00-07:00 Los_Angeles,0kW
2022-06-25T19:00:00-07:00 Los_Angeles,0kW
2022-06-25T20:00:00-07:00 Los_Angeles,0kW
2022-06-25T21:00:00-07:00 Los_Angeles,0kW
2022-06-25T22:00:00-07:00 Los_Angeles,0kW
2022-06-25T23:00:00-07:00 Los_Angeles,0kW
2022-06-26T00:00:00-07:00 Los_Angeles,0kW
2022-06-26T01:00:00-07:00 Los_Angeles,0kW
2022-06-26T02:00:00-07:00 Los_Angeles,0kW
2022-06-26T03:00:00-07:00 Los_Angeles,0kW
2022-06-26T04:00:00-07:00 Los_Angeles,0kW
2022-06-26T05:00:00-07:00 Los_Angeles,0kW
2022-06-26T06:00:00-07:00 Los_Angeles,0kW
2022-06-26T07:00:00-07:00 Los_Angeles,0kW
2022-06-26T08:00:00-07:00 Los_Angeles,0kW
2022-06-26T09:00:00-07:00 Los_Angeles,0kW
2022-06-26T10:00:00-07:00 Los_Angeles,0kW
2022-06-26T11:00:00-07:00 Los_Angeles,0kW
2022-06-26T12:00:00-07:00 Los_Angeles,0kW
2022-06-26T13:00:00-07:00 Los_Angeles,6.744666427373886kW
2022-06-26T14:00:00-07:00 Los_Angeles,1.965333292260766kW
2022-06-26T15:00:00-07:00 Los_Angeles,2.009999990463257kW
2022-06-26T16:00:00-07:00 Los_Angeles,0kW
2022-06-26T17:00:00-07:00 Los_Angeles,0kW
2022-06-26T18:00:00-07:00 Los_Angeles,0kW
2022-06-26T19:00:00-07:00 Los_Angeles,0kW
2022-06-26T20:00:00-07:00 Los_Angeles,0kW
2022-06-26T21:00:00-07:00 Los_Angeles,0kW
2022-06-26T22:00:00-07:00 Los_Angeles,0kW
2022-06-26T23:00:00-07:00 Los_Angeles,0kW
2022-06-27T00:00:00-07:00 Los_Angeles,0kW
2022-06-27T01:00:00-07:00 Los_Angeles,0kW
2022-06-27T02:00:00-07:00 Los_Angeles,0kW
2022-06-27T03:00:00-07:00 Los_Angeles,0kW
2022-06-27T04:00:00-07:00 Los_Angeles,0kW
2022-06-27T05:00:00-07:00 Los_Angeles,0kW
2022-06-27T06:00:00-07:00 Los_Angeles,0kW
2022-06-27T07:00:00-07:00 Los_Angeles,26.744166553020477kW
2022-06-27T08:00:00-07:00 Los_Angeles,32.014832496643066kW
2022-06-27T09:00:00-07:00 Los_Angeles,29.52466630935669kW
2022-06-27T10:00:00-07:00 Los_Angeles,27.13499927520752kW
2022-06-27T11:00:00-07:00 Los_Angeles,26.509666919708252kW
2022-06-27T12:00:00-07:00 Los_Angeles,26.17466640472412kW
2022-06-27T13:00:00-07:00 Los_Angeles,25.995999813079834kW
2022-06-27T14:00:00-07:00 Los_Angeles,25.90666675567627kW
2022-06-27T15:00:00-07:00 Los_Angeles,26.018333435058594kW
2022-06-27T16:00:00-07:00 Los_Angeles,26.487332820892334kW
2022-06-27T17:00:00-07:00 Los_Angeles,26.889333248138428kW
2022-06-27T18:00:00-07:00 Los_Angeles,27.14616632461548kW
2022-06-27T19:00:00-07:00 Los_Angeles,26.68833351135254kW
2022-06-27T20:00:00-07:00 Los_Angeles,25.549333095550537kW
2022-06-27T21:00:00-07:00 Los_Angeles,25.013332843780518kW
2022-06-27T22:00:00-07:00 Los_Angeles,16.14699959754944kW
2022-06-27T23:00:00-07:00 Los_Angeles,0kW
2022-06-28T00:00:00-07:00 Los_Angeles,0kW
2022-06-28T01:00:00-07:00 Los_Angeles,0kW
2022-06-28T02:00:00-07:00 Los_Angeles,0kW
2022-06-28T03:00:00-07:00 Los_Angeles,0kW
2022-06-28T04:00:00-07:00 Los_Angeles,0kW
2022-06-28T05:00:00-07:00 Los_Angeles,0kW
2022-06-28T06:00:00-07:00 Los_Angeles,0kW
2022-06-28T07:00:00-07:00 Los_Angeles,21.95366644859314kW
2022-06-28T08:00:00-07:00 Los_Angeles,25.526999950408936kW
2022-06-28T09:00:00-07:00 Los_Angeles,25.940166473388672kW
2022-06-28T10:00:00-07:00 Los_Angeles,25.258999824523926kW
2022-06-28T11:00:00-07:00 Los_Angeles,26.20816659927368kW
2022-06-28T12:00:00-07:00 Los_Angeles,25.504666328430176kW
2022-06-28T13:00:00-07:00 Los_Angeles,25.34833335876465kW
2022-06-28T14:00:00-07:00 Los_Angeles,25.560499668121338kW
2022-06-28T15:00:00-07:00 Los_Angeles,26.0853328704834kW
2022-06-28T16:00:00-07:00 Los_Angeles,26.47616672515869kW
2022-06-28T17:00:00-07:00 Los_Angeles,26.342166423797607kW
2022-06-28T18:00:00-07:00 Los_Angeles,26.7218337059021kW
2022-06-28T19:00:00-07:00 Los_Angeles,26.16349983215332kW
2022-06-28T20:00:00-07:00 Los_Angeles,25.225499629974365kW
2022-06-28T21:00:00-07:00 Los_Angeles,24.689499378204346kW
2022-06-28T22:00:00-07:00 Los_Angeles,15.856666326522827kW
2022-06-28T23:00:00-07:00 Los_Angeles,0kW
2022-06-29T00:00:00-07:00 Los_Angeles,0kW
2022-06-29T01:00:00-07:00 Los_Angeles,0kW
2022-06-29T02:00:00-07:00 Los_Angeles,0kW
2022-06-29T03:00:00-07:00 Los_Angeles,0kW
2022-06-29T04:00:00-07:00 Los_Angeles,0kW
2022-06-29T05:00:00-07:00 Los_Angeles,0kW
2022-06-29T06:00:00-07:00 Los_Angeles,0kW
2022-06-29T07:00:00-07:00 Los_Angeles,21.317166954278946kW
2022-06-29T08:00:00-07:00 Los_Angeles,25.504667282104492kW
2022-06-29T09:00:00-07:00 Los_Angeles,25.203166961669922kW
2022-06-29T10:00:00-07:00 Los_Angeles,24.521999835968018kW
2022-06-29T11:00:00-07:00 Los_Angeles,25.515832901000977kW
2022-06-29T12:00:00-07:00 Los_Angeles,25.314833164215088kW
2022-06-29T13:00:00-07:00 Los_Angeles,25.08033323287964kW
2022-06-29T14:00:00-07:00 Los_Angeles,25.035666465759277kW
2022-06-29T15:00:00-07:00 Los_Angeles,24.82349967956543kW
2022-06-29T16:00:00-07:00 Los_Angeles,25.1138334274292kW
2022-06-29T17:00:00-07:00 Los_Angeles,25.515833377838135kW
2022-06-29T18:00:00-07:00 Los_Angeles,25.94016695022583kW
2022-06-29T19:00:00-07:00 Los_Angeles,25.92900037765503kW
2022-06-29T20:00:00-07:00 Los_Angeles,25.08033323287964kW
2022-06-29T21:00:00-07:00 Los_Angeles,24.58899974822998kW
2022-06-29T22:00:00-07:00 Los_Angeles,14.148166418075562kW
2022-06-29T23:00:00-07:00 Los_Angeles,0kW
2022-06-30T00:00:00-07:00 Los_Angeles,0kW
2022-06-30T01:00:00-07:00 Los_Angeles,0kW
2022-06-30T02:00:00-07:00 Los_Angeles,0kW
2022-06-30T03:00:00-07:00 Los_Angeles,0kW
2022-06-30T04:00:00-07:00 Los_Angeles,0kW
2022-06-30T05:00:00-07:00 Los_Angeles,0kW
2022-06-30T06:00:00-07:00 Los_Angeles,0kW
2022-06-30T07:00:00-07:00 Los_Angeles,21.97599959373474kW
2022-06-30T08:00:00-07:00 Los_Angeles,24.935166835784912kW
2022-06-30T09:00:00-07:00 Los_Angeles,25.08033275604248kW
2022-06-30T10:00:00-07:00 Los_Angeles,25.05799961090088kW
2022-06-30T11:00:00-07:00 Los_Angeles,25.940166473388672kW
2022-06-30T12:00:00-07:00 Los_Angeles,25.39300012588501kW
2022-06-30T13:00:00-07:00 Los_Angeles,25.046833038330078kW
2022-06-30T14:00:00-07:00 Los_Angeles,25.158499717712402kW
2022-06-30T15:00:00-07:00 Los_Angeles,25.560500144958496kW
2022-06-30T16:00:00-07:00 Los_Angeles,25.91783332824707kW
2022-06-30T17:00:00-07:00 Los_Angeles,25.828499794006348kW
2022-06-30T18:00:00-07:00 Los_Angeles,25.940166473388672kW
2022-06-30T19:00:00-07:00 Los_Angeles,25.727999687194824kW
2022-06-30T20:00:00-07:00 Los_Angeles,24.644832611083984kW
2022-06-30T21:00:00-07:00 Los_Angeles,24.343332767486572kW
2022-06-30T22:00:00-07:00 Los_Angeles,15.555166244506836kW
2022-06-30T23:00:00-07:00 Los_Angeles,0kW
2022-07-01T00:00:00-07:00 Los_Angeles,0kW
2022-07-01T01:00:00-07:00 Los_Angeles,0kW
2022-07-01T02:00:00-07:00 Los_Angeles,0kW
2022-07-01T03:00:00-07:00 Los_Angeles,0kW
2022-07-01T04:00:00-07:00 Los_Angeles,0kW
2022-07-01T05:00:00-07:00 Los_Angeles,0kW
2022-07-01T06:00:00-07:00 Los_Angeles,0kW
2022-07-01T07:00:00-07:00 Los_Angeles,21.67449986934662kW
2022-07-01T08:00:00-07:00 Los_Angeles,24.734166622161865kW
2022-07-01T09:00:00-07:00 Los_Angeles,24.700666427612305kW
2022-07-01T10:00:00-07:00 Los_Angeles,23.673333168029785kW
2022-07-01T11:00:00-07:00 Los_Angeles,24.35449981689453kW
2022-07-01T12:00:00-07:00 Los_Angeles,24.365666389465332kW
2022-07-01T13:00:00-07:00 Los_Angeles,24.51083278656006kW
2022-07-01T14:00:00-07:00 Los_Angeles,24.231666564941406kW
2022-07-01T15:00:00-07:00 Los_Angeles,24.265166759490967kW
2022-07-01T16:00:00-07:00 Los_Angeles,24.220499515533447kW
2022-07-01T17:00:00-07:00 Los_Angeles,24.756499767303467kW
2022-07-01T18:00:00-07:00 Los_Angeles,25.1026668548584kW
2022-07-01T19:00:00-07:00 Los_Angeles,25.247833251953125kW
2022-07-01T20:00:00-07:00 Los_Angeles,24.466166496276855kW
2022-07-01T21:00:00-07:00 Los_Angeles,24.07533311843872kW
2022-07-01T22:00:00-07:00 Los_Angeles,13.757333159446716kW
2022-07-01T23:00:00-07:00 Los_Angeles,0kW
2022-07-02T00:00:00-07:00 Los_Angeles,0kW
2022-07-02T01:00:00-07:00 Los_Angeles,0kW
2022-07-02T02:00:00-07:00 Los_Angeles,0kW
2022-07-02T03:00:00-07:00 Los_Angeles,0kW
2022-07-02T04:00:00-07:00 Los_Angeles,0kW
2022-07-02T05:00:00-07:00 Los_Angeles,0kW
2022-07-02T06:00:00-07:00 Los_Angeles,0kW
2022-07-02T07:00:00-07:00 Los_Angeles,0kW
2022-07-02T08:00:00-07:00 Los_Angeles,0kW
2022-07-02T09:00:00-07:00 Los_Angeles,0kW
2022-07-02T10:00:00-07:00 Los_Angeles,0kW
2022-07-02T11:00:00-07:00 Los_Angeles,0kW
2022-07-02T12:00:00-07:00 Los_Angeles,0kW
2022-07-02T13:00:00-07:00 Los_Angeles,0kW
2022-07-02T14:00:00-07:00 Los_Angeles,0kW
2022-07-02T15:00:00-07:00 Los_Angeles,0kW
2022-07-02T16:00:00-07:00 Los_Angeles,0kW
2022-07-02T17:00:00-07:00 Los_Angeles,0kW
2022-07-02T18:00:00-07:00 Los_Angeles,0kW
2022-07-02T19:00:00-07:00 Los_Angeles,0kW
2022-07-02T20:00:00-07:00 Los_Angeles,0kW
2022-07-02T21:00:00-07:00 Los_Angeles,0kW
2022-07-02T22:00:00-07:00 Los_Angeles,0kW
2022-07-02T23:00:00-07:00 Los_Angeles,0kW
2022-07-03T00:00:00-07:00 Los_Angeles,0kW
2022-07-03T01:00:00-07:00 Los_Angeles,0kW
2022-07-03T02:00:00-07:00 Los_Angeles,0kW
2022-07-03T03:00:00-07:00 Los_Angeles,0kW
2022-07-03T04:00:00-07:00 Los_Angeles,0kW
2022-07-03T05:00:00-07:00 Los_Angeles,0kW
2022-07-03T06:00:00-07:00 Los_Angeles,0kW
2022-07-03T07:00:00-07:00 Los_Angeles,0kW
2022-07-03T08:00:00-07:00 Los_Angeles,0kW
2022-07-03T09:00:00-07:00 Los_Angeles,0kW
2022-07-03T10:00:00-07:00 Los_Angeles,0kW
2022-07-03T11:00:00-07:00 Los_Angeles,0kW
2022-07-03T12:00:00-07:00 Los_Angeles,0kW
2022-07-03T13:00:00-07:00 Los_Angeles,0kW
2022-07-03T14:00:00-07:00 Los_Angeles,0kW
2022-07-03T15:00:00-07:00 Los_Angeles,5.22599995136261kW
2022-07-03T16:00:00-07:00 Los_Angeles,5.203666508197784kW
2022-07-03T17:00:00-07:00 Los_Angeles,0kW
2022-07-03T18:00:00-07:00 Los_Angeles,0kW
2022-07-03T19:00:00-07:00 Los_Angeles,0kW
2022-07-03T20:00:00-07:00 Los_Angeles,0kW
2022-07-03T21:00:00-07:00 Los_Angeles,4.287999987602234kW
2022-07-03T22:00:00-07:00 Los_Angeles,3.0931665897369385kW
2022-07-03T23:00:00-07:00 Los_Angeles,0kW
2022-07-04T00:00:00-07:00 Los_Angeles,0kW
2022-07-04T01:00:00-07:00 Los_Angeles,0kW
2022-07-04T02:00:00-07:00 Los_Angeles,0kW
2022-07-04T03:00:00-07:00 Los_Angeles,0kW
2022-07-04T04:00:00-07:00 Los_Angeles,4.198666453361511kW
2022-07-04T05:00:00-07:00 Los_Angeles,0kW
2022-07-04T06:00:00-07:00 Los_Angeles,0kW
2022-07-04T07:00:00-07:00 Los_Angeles,25.024499878287315kW
2022-07-04T08:00:00-07:00 Los_Angeles,29.312499523162842kW
2022-07-04T09:00:00-07:00 Los_Angeles,27.425333499908447kW
2022-07-04T10:00:00-07:00 Los_Angeles,25.460000038146973kW
2022-07-04T11:00:00-07:00 Los_Angeles,25.04683256149292kW
2022-07-04T12:00:00-07:00 Los_Angeles,24.778833389282227kW
2022-07-04T13:00:00-07:00 Los_Angeles,24.577833652496338kW
2022-07-04T14:00:00-07:00 Los_Angeles,24.91283369064331kW
2022-07-04T15:00:00-07:00 Los_Angeles,24.979833126068115kW
2022-07-04T16:00:00-07:00 Los_Angeles,25.39299964904785kW
2022-07-04T17:00:00-07:00 Los_Angeles,25.90666675567627kW
2022-07-04T18:00:00-07:00 Los_Angeles,26.442666053771973kW
2022-07-04T19:00:00-07:00 Los_Angeles,26.096499919891357kW
2022-07-04T20:00:00-07:00 Los_Angeles,25.11383295059204kW
2022-07-04T21:00:00-07:00 Los_Angeles,24.488499641418457kW
2022-07-04T22:00:00-07:00 Los_Angeles,16.348000049591064kW
2022-07-04T23:00:00-07:00 Los_Angeles,0kW
2022-07-05T00:00:00-07:00 Los_Angeles,0kW
2022-07-05T01:00:00-07:00 Los_Angeles,0kW
2022-07-05T02:00:00-07:00 Los_Angeles,0kW
2022-07-05T03:00:00-07:00 Los_Angeles,0kW
2022-07-05T04:00:00-07:00 Los_Angeles,0kW
2022-07-05T05:00:00-07:00 Los_Angeles,0kW
2022-07-05T06:00:00-07:00 Los_Angeles,0kW
2022-07-05T07:00:00-07:00 Los_Angeles,19.731500223279kW
2022-07-05T08:00:00-07:00 Los_Angeles,24.801166534423828kW
2022-07-05T09:00:00-07:00 Los_Angeles,24.711832523345947kW
2022-07-05T10:00:00-07:00 Los_Angeles,24.56666612625122kW
2022-07-05T11:00:00-07:00 Los_Angeles,25.34833335876465kW
2022-07-05T12:00:00-07:00 Los_Angeles,25.292500019073486kW
2022-07-05T13:00:00-07:00 Los_Angeles,24.90166664123535kW
2022-07-05T14:00:00-07:00 Los_Angeles,25.1473331451416kW
2022-07-05T15:00:00-07:00 Los_Angeles,25.437666416168213kW
2022-07-05T16:00:00-07:00 Los_Angeles,25.94016695022583kW
2022-07-05T17:00:00-07:00 Los_Angeles,25.973666191101074kW
2022-07-05T18:00:00-07:00 Los_Angeles,26.074166297912598kW
2022-07-05T19:00:00-07:00 Los_Angeles,25.861999988555908kW
2022-07-05T20:00:00-07:00 Los_Angeles,24.801166534423828kW
2022-07-05T21:00:00-07:00 Los_Angeles,24.32099962234497kW
2022-07-05T22:00:00-07:00 Los_Angeles,13.779666304588318kW
2022-07-05T23:00:00-07:00 Los_Angeles,0kW
2022-07-06T00:00:00-07:00 Los_Angeles,0kW
2022-07-06T01:00:00-07:00 Los_Angeles,0kW
2022-07-06T02:00:00-07:00 Los_Angeles,0kW
2022-07-06T03:00:00-07:00 Los_Angeles,0kW
2022-07-06T04:00:00-07:00 Los_Angeles,0kW
2022-07-06T05:00:00-07:00 Los_Angeles,0kW
2022-07-06T06:00:00-07:00 Los_Angeles,0kW
2022-07-06T07:00:00-07:00 Los_Angeles,21.4064998626709kW
2022-07-06T08:00:00-07:00 Los_Angeles,24.923999786376953kW
2022-07-06T09:00:00-07:00 Los_Angeles,25.00216579437256kW
2022-07-06T10:00:00-07:00 Los_Angeles,23.986000061035156kW
2022-07-06T11:00:00-07:00 Los_Angeles,24.86816644668579kW
2022-07-06T12:00:00-07:00 Los_Angeles,24.734166622161865kW
2022-07-06T13:00:00-07:00 Los_Angeles,24.421499252319336kW
2022-07-06T14:00:00-07:00 Los_Angeles,24.60016632080078kW
2022-07-06T15:00:00-07:00 Los_Angeles,24.722999572753906kW
2022-07-06T16:00:00-07:00 Los_Angeles,24.789999961853027kW
2022-07-06T17:00:00-07:00 Los_Angeles,25.34833288192749kW
2022-07-06T18:00:00-07:00 Los_Angeles,25.772666454315186kW
2022-07-06T19:00:00-07:00 Los_Angeles,25.873167037963867kW
2022-07-06T20:00:00-07:00 Los_Angeles,24.979833602905273kW
2022-07-06T21:00:00-07:00 Los_Angeles,24.387999534606934kW
2022-07-06T22:00:00-07:00 Los_Angeles,15.454666137695312kW
2022-07-06T23:00:00-07:00 Los_Angeles,0kW
2022-07-07T00:00:00-07:00 Los_Angeles,0kW
2022-07-07T01:00:00-07:00 Los_Angeles,0kW
2022-07-07T02:00:00-07:00 Los_Angeles,0kW
2022-07-07T03:00:00-07:00 Los_Angeles,0kW
2022-07-07T04:00:00-07:00 Los_Angeles,0kW
2022-07-07T05:00:00-07:00 Los_Angeles,0kW
2022-07-07T06:00:00-07:00 Los_Angeles,0kW
2022-07-07T07:00:00-07:00 Los_Angeles,20.859333366155624kW
2022-07-07T08:00:00-07:00 Los_Angeles,24.521999835968018kW
2022-07-07T09:00:00-07:00 Los_Angeles,24.700666427612305kW
2022-07-07T10:00:00-07:00 Los_Angeles,24.07533359527588kW
2022-07-07T11:00:00-07:00 Los_Angeles,24.957499980926514kW
2022-07-07T12:00:00-07:00 Los_Angeles,24.84583282470703kW
2022-07-07T13:00:00-07:00 Los_Angeles,24.78999948501587kW
2022-07-07T14:00:00-07:00 Los_Angeles,24.85699987411499kW
2022-07-07T15:00:00-07:00 Los_Angeles,25.14733362197876kW
2022-07-07T16:00:00-07:00 Los_Angeles,25.326000213623047kW
2022-07-07T17:00:00-07:00 Los_Angeles,25.258999824523926kW
2022-07-07T18:00:00-07:00 Los_Angeles,25.58283281326294kW
2022-07-07T19:00:00-07:00 Los_Angeles,25.136166095733643kW
2022-07-07T20:00:00-07:00 Los_Angeles,24.332167148590088kW
2022-07-07T21:00:00-07:00 Los_Angeles,23.952499866485596kW
2022-07-07T22:00:00-07:00 Los_Angeles,17.330666065216064kW
2022-07-07T23:00:00-07:00 Los_Angeles,0kW
2022-07-08T00:00:00-07:00 Los_Angeles,0kW
2022-07-08T01:00:00-07:00 Los_Angeles,0kW
2022-07-08T02:00:00-07:00 Los_Angeles,0kW
2022-07-08T03:00:00-07:00 Los_Angeles,0kW
2022-07-08T04:00:00-07:00 Los_Angeles,0kW
2022-07-08T05:00:00-07:00 Los_Angeles,0kW
2022-07-08T06:00:00-07:00 Los_Angeles,0kW
2022-07-08T07:00:00-07:00 Los_Angeles,19.295999996364117kW
2022-07-08T08:00:00-07:00 Los_Angeles,24.61133337020874kW
2022-07-08T09:00:00-07:00 Los_Angeles,24.53316593170166kW
2022-07-08T10:00:00-07:00 Los_Angeles,23.53933334350586kW
2022-07-08T11:00:00-07:00 Los_Angeles,24.432665824890137kW
2022-07-08T12:00:00-07:00 Los_Angeles,24.365665435791016kW
2022-07-08T13:00:00-07:00 Los_Angeles,24.421499729156494kW
2022-07-08T14:00:00-07:00 Los_Angeles,24.29866647720337kW
2022-07-08T15:00:00-07:00 Los_Angeles,24.153499603271484kW
2022-07-08T16:00:00-07:00 Los_Angeles,24.265166759490967kW
2022-07-08T17:00:00-07:00 Los_Angeles,24.923999786376953kW
2022-07-08T18:00:00-07:00 Los_Angeles,25.5939998626709kW
2022-07-08T19:00:00-07:00 Los_Angeles,25.471166133880615kW
2022-07-08T20:00:00-07:00 Los_Angeles,24.555500030517578kW
2022-07-08T21:00:00-07:00 Los_Angeles,24.253999710083008kW
2022-07-08T22:00:00-07:00 Los_Angeles,19.195499658584595kW
2022-07-08T23:00:00-07:00 Los_Angeles,0kW
2022-07-09T00:00:00-07:00 Los_Angeles,0kW
2022-07-09T01:00:00-07:00 Los_Angeles,0kW
2022-07-09T02:00:00-07:00 Los_Angeles,0kW
2022-07-09T03:00:00-07:00 Los_Angeles,0kW
2022-07-09T04:00:00-07:00 Los_Angeles,0kW
2022-07-09T05:00:00-07:00 Los_Angeles,0kW
2022-07-09T06:00:00-07:00 Los_Angeles,0kW
2022-07-09T07:00:00-07:00 Los_Angeles,0kW
2022-07-09T08:00:00-07:00 Los_Angeles,0kW
2022-07-09T09:00:00-07:00 Los_Angeles,0kW
2022-07-09T10:00:00-07:00 Los_Angeles,0kW
2022-07-09T11:00:00-07:00 Los_Angeles,0kW
2022-07-09T12:00:00-07:00 Los_Angeles,0kW
2022-07-09T13:00:00-07:00 Los_Angeles,0kW
2022-07-09T14:00:00-07:00 Los_Angeles,0kW
2022-07-09T15:00:00-07:00 Los_Angeles,0kW
2022-07-09T16:00:00-07:00 Los_Angeles,0kW
2022-07-09T17:00:00-07:00 Los_Angeles,0kW
2022-07-09T18:00:00-07:00 Los_Angeles,0kW
2022-07-09T19:00:00-07:00 Los_Angeles,0kW
2022-07-09T20:00:00-07:00 Los_Angeles,0kW
2022-07-09T21:00:00-07:00 Los_Angeles,0kW
2022-07-09T22:00:00-07:00 Los_Angeles,0kW
2022-07-09T23:00:00-07:00 Los_Angeles,0kW
2022-07-10T00:00:00-07:00 Los_Angeles,0kW
2022-07-10T01:00:00-07:00 Los_Angeles,0kW
2022-07-10T02:00:00-07:00 Los_Angeles,0kW
2022-07-10T03:00:00-07:00 Los_Angeles,0kW
2022-07-10T04:00:00-07:00 Los_Angeles,0kW
2022-07-10T05:00:00-07:00 Los_Angeles,0kW
2022-07-10T06:00:00-07:00 Los_Angeles,0kW
2022-07-10T07:00:00-07:00 Los_Angeles,0kW
2022-07-10T08:00:00-07:00 Los_Angeles,0kW
2022-07-10T09:00:00-07:00 Los_Angeles,0kW
2022-07-10T10:00:00-07:00 Los_Angeles,0kW
2022-07-10T11:00:00-07:00 Los_Angeles,0kW
2022-07-10T12:00:00-07:00 Los_Angeles,0kW
2022-07-10T13:00:00-07:00 Los_Angeles,0kW
2022-07-10T14:00:00-07:00 Los_Angeles,0kW
2022-07-10T15:00:00-07:00 Los_Angeles,0kW
2022-07-10T16:00:00-07:00 Los_Angeles,0kW
2022-07-10T17:00:00-07:00 Los_Angeles,0kW
2022-07-10T18:00:00-07:00 Los_Angeles,0kW
2022-07-10T19:00:00-07:00 Los_Angeles,0kW
2022-07-10T20:00:00-07:00 Los_Angeles,0kW
2022-07-10T21:00:00-07:00 Los_Angeles,0kW
2022-07-10T22:00:00-07:00 Los_Angeles,0kW
2022-07-10T23:00:00-07:00 Los_Angeles,0kW
2022-07-11T00:00:00-07:00 Los_Angeles,0kW
2022-07-11T01:00:00-07:00 Los_Angeles,0kW
2022-07-11T02:00:00-07:00 Los_Angeles,0kW
2022-07-11T03:00:00-07:00 Los_Angeles,0kW
2022-07-11T04:00:00-07:00 Los_Angeles,0kW
2022-07-11T05:00:00-07:00 Los_Angeles,0kW
2022-07-11T06:00:00-07:00 Los_Angeles,0kW
2022-07-11T07:00:00-07:00 Los_Angeles,26.152333810925484kW
2022-07-11T08:00:00-07:00 Los_Angeles,31.46766710281372kW
2022-07-11T09:00:00-07:00 Los_Angeles,29.24549961090088kW
2022-07-11T10:00:00-07:00 Los_Angeles,26.94516658782959kW
2022-07-11T11:00:00-07:00 Los_Angeles,27.123833656311035kW
2022-07-11T12:00:00-07:00 Los_Angeles,25.772666931152344kW
2022-07-11T13:00:00-07:00 Los_Angeles,25.68333339691162kW
2022-07-11T14:00:00-07:00 Los_Angeles,25.90666627883911kW
2022-07-11T15:00:00-07:00 Los_Angeles,26.308666706085205kW
2022-07-11T16:00:00-07:00 Los_Angeles,26.844666957855225kW
2022-07-11T17:00:00-07:00 Los_Angeles,26.889333248138428kW
2022-07-11T18:00:00-07:00 Los_Angeles,27.23550033569336kW
2022-07-11T19:00:00-07:00 Los_Angeles,26.554333209991455kW
2022-07-11T20:00:00-07:00 Los_Angeles,25.10266637802124kW
2022-07-11T21:00:00-07:00 Los_Angeles,24.60016679763794kW
2022-07-11T22:00:00-07:00 Los_Angeles,15.867833137512207kW
2022-07-11T23:00:00-07:00 Los_Angeles,0kW
2022-07-12T00:00:00-07:00 Los_Angeles,0kW
2022-07-12T01:00:00-07:00 Los_Angeles,0kW
2022-07-12T02:00:00-07:00 Los_Angeles,0kW
2022-07-12T03:00:00-07:00 Los_Angeles,0kW
2022-07-12T04:00:00-07:00 Los_Angeles,0kW
2022-07-12T05:00:00-07:00 Los_Angeles,0kW
2022-07-12T06:00:00-07:00 Los_Angeles,0.17866666615009308kW
2022-07-12T07:00:00-07:00 Los_Angeles,14.606000065803528kW
2022-07-12T08:00:00-07:00 Los_Angeles,25.426499843597412kW
2022-07-12T09:00:00-07:00 Los_Angeles,24.87933349609375kW
2022-07-12T10:00:00-07:00 Los_Angeles,24.454999923706055kW
2022-07-12T11:00:00-07:00 Los_Angeles,25.996000289916992kW
2022-07-12T12:00:00-07:00 Los_Angeles,25.437666416168213kW
2022-07-12T13:00:00-07:00 Los_Angeles,25.214333057403564kW
2022-07-12T14:00:00-07:00 Los_Angeles,25.59399938583374kW
2022-07-12T15:00:00-07:00 Los_Angeles,25.828499794006348kW
2022-07-12T16:00:00-07:00 Los_Angeles,26.0853328704834kW
2022-07-12T17:00:00-07:00 Los_Angeles,26.44266653060913kW
2022-07-12T18:00:00-07:00 Los_Angeles,26.11883306503296kW
2022-07-12T19:00:00-07:00 Los_Angeles,25.616333484649658kW
2022-07-12T20:00:00-07:00 Los_Angeles,24.767666339874268kW
2022-07-12T21:00:00-07:00 Los_Angeles,24.209333419799805kW
2022-07-12T22:00:00-07:00 Los_Angeles,14.684166669845581kW
2022-07-12T23:00:00-07:00 Los_Angeles,0kW
2022-07-13T00:00:00-07:00 Los_Angeles,0kW
2022-07-13T01:00:00-07:00 Los_Angeles,0kW
2022-07-13T02:00:00-07:00 Los_Angeles,0kW
2022-07-13T03:00:00-07:00 Los_Angeles,0kW
2022-07-13T04:00:00-07:00 Los_Angeles,0kW
2022-07-13T05:00:00-07:00 Los_Angeles,0kW
2022-07-13T06:00:00-07:00 Los_Angeles,0kW
2022-07-13T07:00:00-07:00 Los_Angeles,22.578999757766724kW
2022-07-13T08:00:00-07:00 Los_Angeles,24.29866647720337kW
2022-07-13T09:00:00-07:00 Los_Angeles,24.488499641418457kW
2022-07-13T10:00:00-07:00 Los_Angeles,23.885499954223633kW
2022-07-13T11:00:00-07:00 Los_Angeles,25.09149980545044kW
2022-07-13T12:00:00-07:00 Los_Angeles,24.734166145324707kW
2022-07-13T13:00:00-07:00 Los_Angeles,24.35449981689453kW
2022-07-13T14:00:00-07:00 Los_Angeles,24.633666515350342kW
2022-07-13T15:00:00-07:00 Los_Angeles,24.86816644668579kW
2022-07-13T16:00:00-07:00 Los_Angeles,25.16966676712036kW
2022-07-13T17:00:00-07:00 Los_Angeles,25.66099977493286kW
2022-07-13T18:00:00-07:00 Los_Angeles,25.716833114624023kW
2022-07-13T19:00:00-07:00 Los_Angeles,25.471166610717773kW
2022-07-13T20:00:00-07:00 Los_Angeles,24.689499855041504kW
2022-07-13T21:00:00-07:00 Los_Angeles,24.198166847229004kW
